date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NE.a.mf;SB.SO.a.mf;SB.SE.a.mf;SB.NO.a.tin;SB.NE.a.tin;SB.SO.a.tin;SB.SE.a.tin;SB.NO.a.tout;SB.NE.a.tout;SB.SO.a.tout;SB.SE.a.tout;SB.NO.a.pin;SB.NE.a.pin;SB.SO.a.pin;SB.SE.a.pin;SB.NO.a.pout;SB.NE.a.pout;SB.SO.a.pout;SB.SE.a.pout;elevation;zenith;azimuth;aoi;IAM;pr_geo;pr_shadows;pr_opt_peak;solar_fraction;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pin;SF.x.pout;SF.x.prth;SF.x.prop;SF.x.qabs;SF.x.qlst;SF.x.qlbk;SF.x.pwr;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;LB.000.x.pin;LB.000.x.pout;LB.000.x.prth;LB.000.x.prop;LB.000.x.qabs;LB.000.x.qlst;LB.000.x.qlbk;SB.SO.x.mf;SB.SO.x.tin;SB.SO.x.tout;SB.SO.x.pin;SB.SO.x.pout;SB.SO.x.prth;SB.SO.x.prop;SB.SO.x.qabs;SB.SO.x.qlst;SB.SO.x.qlbk;SB.SE.x.mf;SB.SE.x.tin;SB.SE.x.tout;SB.SE.x.pin;SB.SE.x.pout;SB.SE.x.prth;SB.SE.x.prop;SB.SE.x.qabs;SB.SE.x.qlst;SB.SE.x.qlbk;SB.NO.x.mf;SB.NO.x.tin;SB.NO.x.tout;SB.NO.x.pin;SB.NO.x.pout;SB.NO.x.prth;SB.NO.x.prop;SB.NO.x.qabs;SB.NO.x.qlst;SB.NO.x.qlbk;SB.NE.x.mf;SB.NE.x.tin;SB.NE.x.tout;SB.NE.x.pin;SB.NE.x.pout;SB.NE.x.prth;SB.NE.x.prop;SB.NE.x.qabs;SB.NE.x.qlst;SB.NE.x.qlbk;SF.a.mf;SF.a.tin;SF.a.tout;SF.b.tout;SF.b.prth;SF.b.prop;SF.b.pwr;SF.a.pwr;SF.b.wpwr;SF.a.pin;SF.a.pout;SF.b.pout;SF.b.qabs;SF.b.qlst;SF.b.qlbk;LB.SO.a.mf;LB.SO.a.tin;LB.SO.a.tout;LB.SO.b.tout;LB.SO.a.pin;LB.SO.b.pout;LB.SO.b.prth;LB.SO.b.prop;LB.SO.b.qabs;LB.SO.b.qlst;LB.SO.b.qlbk;LB.SO.b.wpwr;SB.SO.b.tout;SB.SO.b.pout;SB.SO.b.prth;SB.SO.b.prop;SB.SO.b.qabs;SB.SO.b.qlst;SB.SO.b.qlbk;SB.SO.b.wpwr;LB.SE.a.mf;LB.SE.a.tin;LB.SE.a.tout;LB.SE.b.tout;LB.SE.a.pin;LB.SE.b.pout;LB.SE.b.prth;LB.SE.b.prop;LB.SE.b.qabs;LB.SE.b.qlst;LB.SE.b.qlbk;LB.SE.b.wpwr;SB.SE.b.tout;SB.SE.b.pout;SB.SE.b.prth;SB.SE.b.prop;SB.SE.b.qabs;SB.SE.b.qlst;SB.SE.b.qlbk;SB.SE.b.wpwr;LB.NO.a.mf;LB.NO.a.tin;LB.NO.a.tout;LB.NO.b.tout;LB.NO.a.pin;LB.NO.b.pout;LB.NO.b.prth;LB.NO.b.prop;LB.NO.b.qabs;LB.NO.b.qlst;LB.NO.b.qlbk;LB.NO.b.wpwr;SB.NO.b.tout;SB.NO.b.pout;SB.NO.b.prth;SB.NO.b.prop;SB.NO.b.qabs;SB.NO.b.qlst;SB.NO.b.qlbk;SB.NO.b.wpwr;LB.NE.a.mf;LB.NE.a.tin;LB.NE.a.tout;LB.NE.b.tout;LB.NE.a.pin;LB.NE.b.pout;LB.NE.b.prth;LB.NE.b.prop;LB.NE.b.qabs;LB.NE.b.qlst;LB.NE.b.qlbk;LB.NE.b.wpwr;SB.NE.b.tout;SB.NE.b.pout;SB.NE.b.prth;SB.NE.b.prop;SB.NE.b.qabs;SB.NE.b.qlst;SB.NE.b.qlbk;SB.NE.b.wpwr
01/01/2016 16:00;14,45401592;287,1180348;94057,51879;5,4375;85,13520065;69,74295175;69,03581185;92,07983767;415,6003062;422,0872799;428,7951006;422,1404456;430,1727776;449,2661367;453,5168134;444,5907641;968811,99;962156,5318;968485,1192;972333,7527;873569,4304;882373,4778;896686,5327;885188,6036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 17:00;0,169133017;285,9106232;94061,77761;4,3125;72,89322826;59,82371137;60,3527329;79,42823521;456,2076553;456,5322597;453,6026611;456,8945297;444,4841443;440,5141881;438,6002411;442,1179831;844889,65;845370,2909;860751,1571;848334,325;769085,5167;779160,5;787531,8375;779574,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 18:00;0,213015733;285,4825074;94095,41547;6,6625;68,47637836;54,54433913;55,39420053;73,36564316;444,9958353;442,4645473;441,9768584;442,7073727;434,7256719;432,0118967;431,4044077;432,9381989;872799,4925;861372;880586,0533;869806,913;802527,327;805336,0031;825610,1576;813326,8452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 19:00;0,153556067;285,4845599;94155,13915;6,325;68,37560179;55,61072083;56,73370945;74,94699177;439,4623814;437,4196111;436,8254848;437,7470395;429,8055715;426,3895108;425,2396657;427,6898448;883599,5217;882203,4;896914,4857;887102,1765;813608,1927;819762,9886;832232,4647;820791,0706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 20:00;0,18975775;285,559225;94189,8484;7,8375;68,30602541;55,7510314;56,36995746;74,14701659;432,6120195;430,6733195;430,345937;430,8278147;423,6540863;420,5084872;419,5771297;421,7131696;872614,6907;873003,0706;890872;877894,4;805901,6;811190,6;822090,725;813771,8944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 21:00;0,188277317;285,6381243;94204,69422;8,45;68,48541708;55,1925105;56,395581;74,44510385;426,2959546;425,4204817;424,915629;425,6779737;418,1572044;415,2286631;414,2206322;416,3301574;866483,3778;868060,1286;880297,65;868205,4737;794592,0956;805079,8632;814546,2722;805796,6167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 22:00;0,178376217;285,3261377;94219,6716;8,2;68,78173482;56,03719057;56,3541625;74,55401861;420,7856251;420,2191423;419,389662;420,3960867;412,9982114;410,188973;409,289182;411,246788;860943,4089;857301,7765;876705,4105;860679,9389;789590,0256;796186,9979;810674,969;800495,8128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 23:00;0,22508465;285,2401881;94249,9121;8,35;68,9457275;56,12665014;56,869291;75,092946;415,8932773;415,0960829;414,3139939;415,2130704;408,2869647;405,6482435;404,7492152;406,6101196;853060,72;854832,5294;868192,3556;854470,6533;785702,3953;790896,4133;804633,7581;794642,4357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 0:00;0,168705767;285,0519888;94240,64997;9,05;69,01386107;56,17462422;56,842764;75,10213314;411,1473667;410,1125822;409,4731433;410,2942572;403,9559476;401,4293786;400,6111249;402,3474804;847033,5;847314,2733;864155,775;851717,9524;776700,5566;781367,3;794908,8217;785044,2737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 1:00;0,138045767;283,5376486;94206,10199;7,075208333;68,7273645;55,85878618;56,81366607;75,15386058;406,3832386;405,593995;404,5807942;405,7480916;399,993144;397,5249405;396,7398753;398,3709442;839032,8133;838320,73;855910,9105;843613,4207;769950,1158;773165,7;790222,3931;779899,6864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 2:00;0,1949389;282,4087986;94187,28104;5,8375;69,17223147;56,71604533;56,85786;75,68347964;402,0650967;401,4287208;400,4910928;401,5767197;396,0003002;393,8614005;393,146813;394,5371728;839098,9286;837103,06;856104,8667;842763,1136;769919,8185;776947,4938;788887,5346;777772,8444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 3:00;0,22394015;281,7986834;94185,11209;4,6625;69,19502363;55,9746835;56,97924083;75,82241912;398,1850531;397,4658822;396,9135629;397,665042;392,3662297;390,2429686;389,5812138;390,9837826;833305,93;836141,7667;846075,24;835799,9733;762327,39;767344,4765;779983,8333;772495,7061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 4:00;0,167552017;280,6497887;94192,96533;4,275;69,25694116;56,50990675;57,32895083;75,63199994;394,4174613;393,6729406;393,1309808;393,8862909;388,9404403;386,8670568;386,2310515;387,5588531;823125,3737;824782,375;844408,9857;830109,5875;755888,9361;761082,9163;775802,8414;765496,6333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 5:00;0,225276367;279,7414742;94188,3011;4,2625;69,41379229;56,566906;57,4104038;75,919968;390,8216309;390,1026726;389,57759;390,3515385;385,5349658;383,5385435;383,0021026;384,2998617;821113,39;819957,3615;836135,9545;826836,7613;750045,7653;755895,1;767391,6;756373,0783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2016 6:00;0,23302465;279,1546655;94205,18634;3,045;69,27173438;56,74588667;57,15422683;75,84914392;387,3974913;386,6972922;386,2301936;386,9511713;382,3497887;380,4706692;379,8565057;381,0940857;817492,4744;817877,0133;833743,0929;821678,1688;745348,9306;749199,875;765309,71;752618,2171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
