datetime;DNI;DryBulb;DewPoint;Pressure;Wdir;Wspd;BL.tin;BL.tout;BL.pin;BL.pout;BL.req_mf;BL.req_pr;SF.tin;SF.tout;SF.pin;SF.pout;SF.req_mf;SF.req_pr
1989-07-01 11:00:00-08:00;919;276,26;273,92999999999995;94500,0;310;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 12:00:00-08:00;933;276,42999999999995;273,59;94500,0;300;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 13:00:00-08:00;950;276,65;273,65;94400,0;310;6,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 14:00:00-08:00;946;276,76;273,71;94300,0;280;8,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 15:00:00-08:00;951;276,87;273,82;94200,0;290;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 16:00:00-08:00;912;276,87;273,92999999999995;94200,0;290;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 17:00:00-08:00;849;276,87;273,87;94100,0;290;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 18:00:00-08:00;726;276,76;273,76;94200,0;280;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 19:00:00-08:00;421;276,71;273,71;94200,0;240;8,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 20:00:00-08:00;0;276,37;273,47999999999996;94200,0;230;5,2;563,15;560,8599058143111;2000000,0;1994578,0433432707;1,0;0,0;562,8190014103188;560,1992730567985;500000,0;16621,483694527255;120,0;0,0
1989-07-01 21:00:00-08:00;0;276,09;273,87;94400,0;270;7,7;563,15;560,8517426414219;2000000,0;1994578,033353569;1,0;0,0;562,8190014103188;560,1911151671961;500000,0;16621,48361127974;120,0;0,0
1989-07-01 22:00:00-08:00;0;275,82;274,15;94400,0;280;7,2;563,15;560,8530930102575;2000000,0;1994578,0350076985;1,0;0,0;562,8190014103188;560,1924646617257;500000,0;16621,483625064157;120,0;0,0
1989-07-01 23:00:00-08:00;0;275,65;274,15;94500,0;270;5,2;563,15;560,8592857829667;2000000,0;1994578,0425873138;1,0;0,0;562,8190014103188;560,198653426575;500000,0;16621,48368822761;120,0;0,0
1989-07-02 00:00:00-08:00;0;275,59;274,03999999999996;94500,0;260;7,7;563,15;560,8513093389089;2000000,0;1994578,0328249594;1,0;0,0;562,8190014103188;560,1906821452561;500000,0;16621,483606874655;120,0;0,0
1989-07-02 01:00:00-08:00;0;275,42999999999995;274,03999999999996;94500,0;250;7,7;563,15;560,8511711792698;2000000,0;1994578,0326564065;1,0;0,0;562,8190014103188;560,1905440750818;500000,0;16621,483605470057;120,0;0,0
1989-07-02 02:00:00-08:00;0;275,37;273,92999999999995;94500,0;260;7,2;563,15;560,8527047083056;2000000,0;1994578,0345340357;1,0;0,0;562,8190014103188;560,1920766111697;500000,0;16621,483621116968;120,0;0,0
1989-07-02 03:00:00-08:00;0;275,32;273,97999999999996;94500,0;280;6,7;563,15;560,8542470431127;2000000,0;1994578,036422184;1,0;0,0;562,8190014103188;560,193617947499;500000,0;16621,483636851535;120,0;0,0
1989-07-02 04:00:00-08:00;0;275,21;273,92999999999995;94500,0;260;6,7;563,15;560,85415261943;2000000,0;1994578,0363070169;1,0;0,0;562,8190014103188;560,1935235849392;500000,0;16621,483635891804;120,0;0,0
1989-07-02 05:00:00-08:00;69;275,03999999999996;273,87;94500,0;290;3,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 06:00:00-08:00;540;275,15;273,92999999999995;94500,0;270;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 07:00:00-08:00;765;275,42999999999995;273,97999999999996;94600,0;280;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 08:00:00-08:00;867;275,76;273,92999999999995;94600,0;310;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 09:00:00-08:00;922;275,87;273,87;94600,0;310;6,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 10:00:00-08:00;957;276,09;273,71;94600,0;290;4,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 11:00:00-08:00;974;276,37;273,71;94600,0;300;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 12:00:00-08:00;981;276,53999999999996;273,76;94500,0;280;4,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 13:00:00-08:00;982;276,76;273,71;94500,0;320;2,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 14:00:00-08:00;961;277,03999999999996;274,09;94400,0;270;2,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 15:00:00-08:00;847;277,09;274,03999999999996;94300,0;150;2,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 16:00:00-08:00;868;277,09;274,03999999999996;94200,0;60;3,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 17:00:00-08:00;819;277,21;274,15;94200,0;0;0,0;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 18:00:00-08:00;638;277,09;273,97999999999996;94200,0;220;5,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 19:00:00-08:00;300;276,87;273,82;94200,0;240;6,2;563,15;560,8571728299249;2000000,0;1994578,0399972417;1,0;0,0;562,8190014103188;560,196541840688;500000,0;16621,483666643682;120,0;0,0
1989-07-02 20:00:00-08:00;0;276,53999999999996;273,65;94400,0;250;7,2;563,15;560,8537182589026;2000000,0;1994578,035770369;1,0;0,0;562,8190014103188;560,1930895055941;500000,0;16621,483631419746;120,0;0,0
1989-07-02 21:00:00-08:00;0;276,21;273,71;94500,0;270;6,7;563,15;560,8550151893251;2000000,0;1994578,0373590777;1,0;0,0;562,8190014103188;560,1943855964929;500000,0;16621,483644658987;120,0;0,0
1989-07-02 22:00:00-08:00;0;276,03999999999996;273,65;94500,0;270;9,3;563,15;560,846629436283;2000000,0;1994578,0270926345;1,0;0,0;562,8190014103188;560,1860052738378;500000,0;16621,48355910529;120,0;0,0
1989-07-02 23:00:00-08:00;0;275,87;273,82;94500,0;280;7,7;563,15;560,8515516979942;2000000,0;1994578,0331206312;1,0;0,0;562,8190014103188;560,1909243474073;500000,0;16621,483609338597;120,0;0,0
1989-07-03 00:00:00-08:00;0;275,71;273,76;94500,0;270;8,8;563,15;560,8479266111216;2000000,0;1994578,0286825013;1,0;0,0;562,8190014103188;560,1873016083272;500000,0;16621,483572354176;120,0;0,0
1989-07-03 01:00:00-08:00;0;275,42999999999995;273,71;94500,0;260;6,7;563,15;560,8543415800444;2000000,0;1994578,0365374913;1,0;0,0;562,8190014103188;560,1937124232353;500000,0;16621,483637812427;120,0;0,0
1989-07-03 02:00:00-08:00;0;275,37;273,59;94500,0;280;6,2;563,15;560,8558753077294;2000000,0;1994578,03841491;1,0;0,0;562,8190014103188;560,1952451581963;500000,0;16621,483653457584;120,0;0,0
1989-07-03 03:00:00-08:00;0;275,32;273,53999999999996;94500,0;270;6,7;563,15;560,8542470431127;2000000,0;1994578,036422184;1,0;0,0;562,8190014103188;560,193617947499;500000,0;16621,483636851535;120,0;0,0
1989-07-03 04:00:00-08:00;0;275,21;273,53999999999996;94500,0;250;5,2;563,15;560,8589092590581;2000000,0;1994578,0421282304;1,0;0,0;562,8190014103188;560,1982771462674;500000,0;16621,483684401916;120,0;0,0
1989-07-03 05:00:00-08:00;7;275,15;273,47999999999996;94600,0;250;4,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 06:00:00-08:00;252;275,21;273,59;94600,0;250;4,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 07:00:00-08:00;518;275,59;273,71;94600,0;280;5,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 08:00:00-08:00;630;275,82;273,71;94700,0;290;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 09:00:00-08:00;596;276,09;273,65;94600,0;300;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 10:00:00-08:00;760;276,37;273,71;94600,0;310;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 11:00:00-08:00;777;276,65;273,71;94600,0;310;3,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 12:00:00-08:00;800;276,92999999999995;273,87;94500,0;250;2,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 13:00:00-08:00;816;277,09;274,03999999999996;94500,0;270;2,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 14:00:00-08:00;721;277,32;274,26;94400,0;300;2,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 15:00:00-08:00;827;277,32;274,21;94400,0;10;2,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 16:00:00-08:00;780;277,37;274,26;94300,0;350;2,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 17:00:00-08:00;684;277,26;274,15;94200,0;120;2,1;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 18:00:00-08:00;516;277,21;274,09;94200,0;230;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 19:00:00-08:00;165;277,03999999999996;273,92999999999995;94200,0;230;6,7;563,15;560,8557382733916;2000000,0;1994578,0382409536;1,0;0,0;562,8190014103188;560,1951082125493;500000,0;16621,483652007948;120,0;0,0
1989-07-03 20:00:00-08:00;0;276,71;273,65;94400,0;240;6,7;563,15;560,8554500024939;2000000,0;1994578,0378893816;1,0;0,0;562,8190014103188;560,1948201282272;500000,0;16621,483649078185;120,0;0,0
1989-07-03 21:00:00-08:00;0;276,42999999999995;273,42999999999995;94500,0;290;7,2;563,15;560,853622418128;2000000,0;1994578,0356534687;1,0;0,0;562,8190014103188;560,1929937268637;500000,0;16621,48363044558;120,0;0,0
1989-07-03 22:00:00-08:00;0;276,15;273,71;94500,0;290;6,2;563,15;560,8565473799893;2000000,0;1994578,0392345209;1,0;0,0;562,8190014103188;560,195916795503;500000,0;16621,48366028767;120,0;0,0
1989-07-03 23:00:00-08:00;0;276,03999999999996;273,59;94500,0;280;7,7;563,15;560,8516992050846;2000000,0;1994578,0333005777;1,0;0,0;562,8190014103188;560,1910717589842;500000,0;16621,48361083815;120,0;0,0
1989-07-04 00:00:00-08:00;0;275,82;273,47999999999996;94500,0;270;7,2;563,15;560,8530930102575;2000000,0;1994578,0350076985;1,0;0,0;562,8190014103188;560,1924646617257;500000,0;16621,483625064157;120,0;0,0
1989-07-04 01:00:00-08:00;0;275,59;273,53999999999996;94500,0;280;5,2;563,15;560,8592343324974;2000000,0;1994578,042524581;1,0;0,0;562,8190014103188;560,198602009391;500000,0;16621,483687704847;120,0;0,0
1989-07-04 02:00:00-08:00;0;275,65;273,53999999999996;94500,0;270;6,7;563,15;560,8545309940122;2000000,0;1994578,0367685196;1,0;0,0;562,8190014103188;560,1939017145933;500000,0;16621,48363973766;120,0;0,0
1989-07-04 03:00:00-08:00;0;275,53999999999996;273,47999999999996;94500,0;280;7,7;563,15;560,8512661381619;2000000,0;1994578,0327722547;1,0;0,0;562,8190014103188;560,1906389724834;500000,0;16621,48360643546;120,0;0,0
1989-07-04 04:00:00-08:00;0;275,47999999999996;273,42999999999995;94500,0;270;7,7;563,15;560,851214328301;2000000,0;1994578,0327090449;1,0;0,0;562,8190014103188;560,1905871961716;500000,0;16621,48360590871;120,0;0,0
1989-07-04 05:00:00-08:00;62;275,37;273,42999999999995;94500,0;280;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 06:00:00-08:00;526;275,47999999999996;273,42999999999995;94500,0;290;5,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 07:00:00-08:00;763;275,76;273,53999999999996;94600,0;280;6,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 08:00:00-08:00;865;275,97999999999996;273,76;94600,0;300;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 09:00:00-08:00;916;276,32;273,76;94600,0;300;8,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 10:00:00-08:00;949;276,53999999999996;273,82;94600,0;290;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 11:00:00-08:00;968;276,82;273,82;94500,0;300;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 12:00:00-08:00;973;277,09;273,97999999999996;94500,0;290;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 13:00:00-08:00;964;277,37;274,26;94400,0;260;9,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 14:00:00-08:00;953;277,47999999999996;274,32;94400,0;240;8,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 15:00:00-08:00;933;277,47999999999996;274,32;94300,0;290;8,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 16:00:00-08:00;893;276,92999999999995;274,37;94200,0;280;9,3;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 17:00:00-08:00;828;277,37;274,26;94200,0;290;10,3;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 18:00:00-08:00;703;277,21;274,15;94200,0;280;7,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 19:00:00-08:00;390;276,97999999999996;273,92999999999995;94200,0;290;7,7;563,15;560,8525197660322;2000000,0;1994578,0343015913;1,0;0,0;562,8190014103188;560,1918917886358;500000,0;16621,483619179933;120,0;0,0
1989-07-04 20:00:00-08:00;0;276,71;273,65;94400,0;270;7,2;563,15;560,8538666015955;2000000,0;1994578,0359513117;1,0;0,0;562,8190014103188;560,1932377522568;500000,0;16621,483632927593;120,0;0,0
1989-07-04 21:00:00-08:00;0;276,59;273,59;94400,0;240;8,2;563,15;560,8505947635954;2000000,0;1994578,0319463208;1,0;0,0;562,8190014103188;560,1899680326757;500000,0;16621,483599552677;120,0;0,0
1989-07-04 22:00:00-08:00;0;276,26;273,32;94500,0;310;3,6;563,15;560,8645622630819;2000000,0;1994578,0490398197;1,0;0,0;562,8190014103188;560,2039264940356;500000,0;16621,483741998494;120,0;0,0
1989-07-04 23:00:00-08:00;0;276,09;273,37;94500,0;300;3,6;563,15;560,8644163250569;2000000,0;1994578,0488619527;1,0;0,0;562,8190014103188;560,2037806503708;500000,0;16621,48374051627;120,0;0,0
1989-07-05 00:00:00-08:00;0;276,03999999999996;273,26;94500,0;260;5,7;563,15;560,8580366352891;2000000,0;1994578,0410573946;1,0;0,0;562,8190014103188;560,197405087101;500000,0;16621,483675478285;120,0;0,0
1989-07-05 01:00:00-08:00;0;275,82;273,37;94500,0;270;6,7;563,15;560,8546776703198;2000000,0;1994578,0369474215;1,0;0,0;562,8190014103188;560,1940482959573;500000,0;16621,48364122851;120,0;0,0
1989-07-05 02:00:00-08:00;0;275,87;273,15;94400,0;280;10,3;563,15;560,8433121564316;2000000,0;1994578,0230299572;1,0;0,0;562,8190014103188;560,1826901435754;500000,0;16621,48352524965;120,0;0,0
1989-07-05 03:00:00-08:00;0;275,76;273,03999999999996;94400,0;280;8,8;563,15;560,847970046602;2000000,0;1994578,0287355054;1,0;0,0;562,8190014103188;560,1873450156708;500000,0;16621,483572795874;120,0;0,0
1989-07-05 04:00:00-08:00;0;275,65;273,09;94500,0;290;9,3;563,15;560,8462896844934;2000000,0;1994578,026677992;1,0;0,0;562,8190014103188;560,1856657421699;500000,0;16621,483555649927;120,0;0,0
1989-07-05 05:00:00-08:00;34;275,59;273,15;94500,0;280;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 06:00:00-08:00;450;275,71;273,26;94600,0;280;7,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 07:00:00-08:00;712;275,97999999999996;273,47999999999996;94600,0;290;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 08:00:00-08:00;825;276,26;273,71;94700,0;300;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 09:00:00-08:00;886;276,53999999999996;273,76;94700,0;280;5,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 10:00:00-08:00;923;276,76;273,82;94600,0;300;6,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 11:00:00-08:00;938;277,03999999999996;273,97999999999996;94600,0;280;6,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 12:00:00-08:00;942;277,32;274,21;94500,0;290;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 13:00:00-08:00;939;277,47999999999996;274,37;94500,0;280;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 14:00:00-08:00;925;277,59;274,42999999999995;94400,0;290;8,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 15:00:00-08:00;902;277,59;274,42999999999995;94400,0;280;8,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 16:00:00-08:00;862;277,42999999999995;274,42999999999995;94300,0;300;8,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 17:00:00-08:00;786;277,47999999999996;274,37;94300,0;290;8,8;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 18:00:00-08:00;647;277,32;274,21;94300,0;290;7,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 19:00:00-08:00;307;277,03999999999996;273,97999999999996;94300,0;270;8,8;563,15;560,8490900657309;2000000,0;1994578,0301021927;1,0;0,0;562,8190014103188;560,1884643093194;500000,0;16621,48358418494;120,0;0,0
1989-07-05 20:00:00-08:00;0;276,92999999999995;273,82;94400,0;250;7,7;563,15;560,852475908225;2000000,0;1994578,0342480864;1,0;0,0;562,8190014103188;560,1918479592234;500000,0;16621,483618734048;120,0;0,0
1989-07-05 21:00:00-08:00;0;276,82;273,76;94400,0;230;8,2;563,15;560,8507962906351;2000000,0;1994578,0321921892;1,0;0,0;562,8190014103188;560,1901694292097;500000,0;16621,483601601572;120,0;0,0
1989-07-05 22:00:00-08:00;0;276,65;273,53999999999996;94500,0;270;7,7;563,15;560,8522307431633;2000000,0;1994578,0339490145;1,0;0,0;562,8190014103188;560,1916029528975;500000,0;16621,483616241792;120,0;0,0
1989-07-05 23:00:00-08:00;0;276,26;273,37;94500,0;280;6,2;563,15;560,8566426188222;2000000,0;1994578,0393506645;1,0;0,0;562,8190014103188;560,1960119727021;500000,0;16621,48366125554;120,0;0,0
1989-07-06 00:00:00-08:00;0;276,09;273,15;94500,0;280;7,2;563,15;560,8533269055542;2000000,0;1994578,035293006;1,0;0,0;562,8190014103188;560,1926984055988;500000,0;16621,483627441714;120,0;0,0
1989-07-06 01:00:00-08:00;0;275,87;273,26;94500,0;290;4,6;563,15;560,8613763048304;2000000,0;1994578,0451441605;1,0;0,0;562,8190014103188;560,2007425961153;500000,0;16621,483709534674;120,0;0,0
1989-07-06 02:00:00-08:00;0;275,71;273,32;94500,0;250;6,2;563,15;560,8561675612165;2000000,0;1994578,0387713276;1,0;0,0;562,8190014103188;560,1955372225386;500000,0;16621,483656427736;120,0;0,0
