;Date;DNI;Wspd;Wdir;DryBulb;Pressure;pr;tout;pout;Z;E;aoi
50;17/03/2019 2:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;136,17773956586552;-46,17773956586551;33,521467030140826
51;17/03/2019 3:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;127,83429967054295;-37,834299670542954;27,694676843689752
52;17/03/2019 4:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;117,68277433448576;-27,682774334485757;20,13296718118606
53;17/03/2019 5:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;106,57136905094049;-16,57136905094049;11,46696300645688
54;17/03/2019 6:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;95,01953580531674;-5,019535805316741;2,206146608965893
55;17/03/2019 7:00;800;3;0;288;101000;0,8432036683080476;582,084092602471;1831385,1943631985;83,3905987414079;6,6094012585921;7,225798316241812
56;17/03/2019 8:00;800;3;0;288;101000;0,92191275837417;657,985457908743;1824888,8415488855;72,01443728334922;17,985562716650772;16,427813177836956
57;17/03/2019 9:00;800;3;0;288;101000;0,9311892840282736;671,8836877717474;1823685,6477015987;61,29216221979996;28,707837780200038;24,952393054230097
58;17/03/2019 10:00;800;3;0;288;101000;0,9329429758441862;670,0946401745841;1823806,3449164561;51,821556417241084;38,178443582758916;32,2393256653464
59;17/03/2019 11:00;800;3;0;288;101000;0,9334708957945325;667,9841391993251;1823959,7526450106;44,54473961885599;45,45526038114401;37,58647769414353
60;17/03/2019 12:00;800;3;0;288;101000;0,9335332061645069;666,5932902254489;1824068,6562465236;40,740251800401545;49,259748199598455;40,25094396840805
61;17/03/2019 13:00;800;3;0;288;101000;0,933531611777363;666,8720891499088;1824046,3848839144;41,41161366674572;48,58838633325428;39,75524581826661
62;17/03/2019 14:00;800;3;0;288;101000;0,9333860478908932;668,6139731200485;1823912,361763389;46,358611992155296;43,641388007844704;36,193404966501404
63;17/03/2019 15:00;800;3;0;288;101000;0,9325819465959837;670,715082861618;1823764,4672585174;54,390052812605965;35,609947187394035;30,163678172733146
64;17/03/2019 16:00;800;3;0;288;101000;0,9301826741411051;672,2796022283529;1823659,0746082687;64,29678722085086;25,703212779149137;22,418845206832845
65;17/03/2019 17:00;800;3;0;288;101000;0,9102199499418154;637,4365026884578;1827024,4315188448;75,24893280992968;14,751067190070316;13,618838614470649
66;17/03/2019 18:00;800;3;0;288;101000;0,7512738382610021;559,4970280922098;1831768,3544083934;86,71986498413678;3,2801350158632228;4,28207668229186
67;17/03/2019 19:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;98,33877229289669;-8,3387722928967;5,167218727969369
68;17/03/2019 20:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;109,7739838112911;-19,7739838112911;14,330316860101473
69;17/03/2019 21:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;120,6270410563684;-30,627041056368395;22,765564804701672
70;17/03/2019 22:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;130,29758827797474;-40,297588277974725;29,928630094381077
71;17/03/2019 23:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;137,8054247387148;-47,80542473871479;35,153773738801576
