;Wspd;Wdir;DryBulb;DNI;Pressure;NO.mf;NE.mf;SO.mf;SE.mf;NO.pin;NE.pin;NO.pout;NE.pout;SO.pout;SE.pout;SO.pin;SE.pin;NO.tin;NE.tin;NO.tout;NE.tout;SO.tout;SE.tout;SO.tin;SE.tin;Massflow_df;Tout_df;NO0_tin;NO0_tout;NO0_mf;NE0_tin;NE0_tout;NE0_mf;SO0_tin;SO0_tout;SO0_mf;SE0_tin;SE0_tout;SE0_mf;PTLoop_mf;PTLoop_tin;PTLoop_tout;Pthermal;Tin;Tout;MF;Pmec;Cycle.pr;HE.pr;Pelec
2019-06-17 10:00:00;3,01;241,33;296,13;828,43;94033,0;150,08;147,24;143,06;144,73;2196000,0;2184000,0;1875000,0;1877000,0;1867000,0000000002;1877000,0;2205000,0;2190000,0;568,3499999999999;567,9;665,5899999999999;666,69;666,3499999999999;666,4;568,63;568,5999999999999;585,11;666,4704656932721;566,15;660,605847511016;5,002666666666667;566,15;661,7562748624777;4,908;566,15;663,5353602779303;4,768666666666666;566,15;662,8117911501112;4,824333333333333;4,824333333333333;566,15;662,8117911501112;131,5;566,0;663,0;585,0;91,5;0,27;0,8;90,58
2019-06-17 11:00:00;2,7;244,15;298,19;868,91;94003,0;148,36;145,54;141,38;143,06;2179000,0;2167000,0;1864000,0;1857999,9999999998;1860000,0000000002;1854000,0;2182000,0;2163000,0;567,5799999999999;567,25;666,3299999999999;667,0;666,3399999999999;666,63;567,8199999999999;567,8299999999999;578,3399999999999;666,7940667261264;566,15;665,2032528044349;4,945333333333334;566,15;666,4634230387387;4,851333333333333;566,15;668,4211292942878;4,712666666666666;566,15;667,6157071809189;4,768666666666666;4,768666666666666;566,15;667,6157071809189;136,6;566,0;667,0;578,0;91,86;0,27;0,8;90,94
2019-06-17 12:00:00;2,55;219,94;299,96;892,42;93958,0;147,84;145,05;140,83;142,59;2178000,0;2164000,0;1860000,0000000002;1860000,0000000002;1860000,0000000002;1857999,9999999998;2178000,0;2159000,0;567,5899999999999;567,29;666,3399999999999;667,42;666,53;666,96;567,66;567,55;576,3100000000001;667,0315050384911;566,15;667,7586719182547;4,928;566,15;669,0709044843561;4,835;566,15;671,1647506181766;4,694333333333334;566,15;670,2747819926707;4,753;4,753;566,15;670,2747819926707;139,9;566,0;670,0;576,0;92,33;0,27;0,8;91,41
2019-06-17 13:00:00;2,76;212,35;300,83;899,25;93944,0;147,56;144,6;140,46;142,31;2168000,0;2156000,0;1854000,0;1848999,9999999998;1850000,0;1855000,0;2168000,0;2149000,0;567,3399999999999;566,88;666,29;667,0899999999999;666,74;666,63;567,39;567,12;574,9300000000001;666,9045842141635;566,15;668,5586435707335;4,918666666666667;566,15;669,9759169525327;4,819999999999999;566,15;672,0697135966972;4,682;566,15;671,1172416803495;4,743666666666667;4,743666666666667;566,15;671,1172416803495;140,8;566,0;671,0;575,0;92,37;0,27;0,8;91,44
2019-06-17 14:00:00;3,54;225,1;302,12;901,24;93852,0;147,5;144,43;140,35;142,15;2185000,0;2175000,0;1869000,0000000002;1866000,0;1870000,0;1867000,0000000002;2188000,0;2169000,0;566,96;566,94;666,0999999999999;667,19;666,73;666,53;567,49;567,18;574,43;666,8534823608129;566,15;668,7599837052081;4,916666666666667;566,15;670,2364568104417;4,814333333333334;566,15;672,3101350573784;4,678333333333333;566,15;671,3788342540215;4,738333333333333;4,738333333333333;566,15;671,3788342540215;141,0;566,0;671,0;574,0;92,36;0,27;0,8;91,44
2019-06-17 15:00:00;3,64;202,59;303,26;897,19;93759,0;146,59;143,64;139,68;141,33;2169000,0;2153000,0;1855000,0;1848000,0;1855000,0;1855999,9999999998;2166000,0;2147000,0;567,73;567,45;666,52;667,42;667,06;667,06;567,8299999999999;567,66;571,24;667,2326519166717;566,15;668,9087556258304;4,886333333333334;566,15;670,3383211612093;4,787999999999999;566,15;672,3632236733122;4,656000000000001;566,15;671,5040546243179;4,711;4,711;566,15;671,5040546243179;140,4;566,0;671,0;571,0;91,88;0,27;0,8;90,96
2019-06-17 16:00:00;3,92;216,43;303,95;876,81;93669,0;147,37;144,18;140,18;142,16;2171000,0;2155000,0;1846000,0;1847000,0;1843000,0;1843000,0;2171000,0;2152000,0;566,99;566,75;666,38;666,72;666,01;665,65;567,21;566,99;573,89;666,4114413778739;566,15;666,6458065044189;4,912333333333334;566,15;668,1226520689493;4,806;566,15;670,078074860422;4,672666666666667;566,15;669,0950759898085;4,738666666666666;4,738666666666666;566,15;669,0950759898085;137,8;566,0;669,0;574,0;91,62;0,27;0,8;90,7
2019-06-17 17:00:00;3,71;200,86;304,65999999999997;831,71;93607,0;147,42;144,28;140,37;142,09;2196000,0;2180000,0;1875000,0;1873999,9999999998;1877000,0;1875000,0;2195000,0;2175000,0;567,25;567,01;666,01;666,99;666,78;666,43;567,45;567,3199999999999;574,16;666,7671648236869;566,15;662,1152057835983;4,914;566,15;663,4488364338415;4,809333333333333;566,15;665,1966464101796;4,679;566,15;664,4153566445253;4,7363333333333335;4,7363333333333335;566,15;664,4153566445253;131,3;566,0;664,0;574,0;90,27;0,27;0,8;89,36
2019-06-17 18:00:00;3,06;193,8;304,52;663,08;93562,0;148,5;145,57;144,67;145,97;2278000,0;2258000,0;1993000,0;1973000,0;1864999,9999999998;1870000,0;2258000,0;2242000,0;567,47;567,23;663,12;659,37;659,51;655,9;567,5799999999999;567,44;584,71;659,6876578808741;566,15;645,7960197953059;4,95;566,15;646,6833725965714;4,852333333333333;566,15;646,9627418834255;4,822333333333333;566,15;646,5602524129864;4,865666666666667;4,865666666666667;566,15;646,5602524129864;109,3;566,0;647,0;585,0;86,75;0,27;0,8;85,88
2019-06-17 19:00:00;3,72;211,77;304,67999999999995;661,51;93562,0;152,41;149,51;145,28;146,84;2241000,0;2227000,0;1905999,9999999998;1902000,0;1898000,0;1901000,0000000002;2238000,0;2221000,0;567,5799999999999;567,37;661,8;653,47;656,72;655,3399999999999;568,0;567,8599999999999;594,04;657,0560695629981;566,15;643,5250720186406;5,080333333333333;566,15;644,3392400139577;4,983666666666666;566,15;645,5813680521038;4,842666666666667;566,15;645,1154632843228;4,894666666666667;4,894666666666667;566,15;645,1154632843228;108,4;566,0;645,0;594,0;87,57;0,27;0,8;86,7
2019-06-17 20:00:00;3,07;215,17;302,65;321,89;79068,0;135,62;133,12;130,26;131,48;1863000,0;1851000,0000000002;1611000,0;1618000,0;1632000,0;1628000,0;1857999,9999999998;1847000,0;557,0699999999999;557,12;608,47;609,7;607,31;608,29;557,69;557,78;530,48;608,6480235027046;566,15;614,1946379250711;4,520666666666667;566,15;614,479108282017;4,437333333333333;566,15;614,816557848022;4,342;566,15;614,670998400829;4,382666666666666;4,382666666666666;566,15;614,670998400829;59,1;566,0;615,0;530,0;70,22;0,27;0,8;69,52
2019-06-17 21:00:00;2,46;221,37;299,85999999999996;9,61;93603,0;72,09;68,97;67,68;68,55;1432000,0;1426000,0;1352000,0;1347000,0;1352000,0;1349000,0;1440000,0;1427000,0;526,43;526,77;531,46;535,44;533,24;536,03;527,25;527,47;277,29;534,230605224375;566,15;570,8154394536442;2,403;566,15;569,7259464149731;2,299;566,15;569,2489432077969;2,2560000000000002;566,15;569,5724273469425;2,2849999999999997;2,2849999999999997;566,15;569,5724273469425;2,6;566,0;570,0;277,0;30,7;0,27;0,8;30,39
2019-06-17 22:00:00;2,51;227,29;297,59999999999997;0,06;93666,0;53,0;51,97;50,35;52,06;1306000,0;1300000,0;1264000,0;1256000,0;1262000,0;1259000,0;1311000,0;1300000,0;494,26;494,13;495,5;501,5;498,78999999999996;502,83;494,63;494,52;207,38;499,85354782679144;566,15;559,9539146438873;1,7666666666666666;566,15;559,299831941447;1,7323333333333333;566,15;558,2235831848878;1,6783333333333335;566,15;559,3578937833814;1,7353333333333334;1,7353333333333334;566,15;559,3578937833814;-3,0;566,0;560,0;207,0;0,0;0,27;0,8;0,0
2019-06-17 23:00:00;2,53;215,77;295,84999999999997;0,1;93695,0;48,51;47,15;46,07;47,07;1302000,0;1296000,0;1267000,0;1259000,0;1263000,0;1260000,0;1307000,0;1295000,0;493,24;492,96;479,0;481,23;480,65999999999997;481,89;493,33;493,30999999999995;188,79999999999998;480,8925485411409;566,15;556,8461707272389;1,617;566,15;555,8277882410239;1,5716666666666665;566,15;554,9819483263707;1,5356666666666667;566,15;555,7662903430002;1,569;1,569;566,15;555,7662903430002;-4,1;566,0;556,0;189,0;0,0;0,27;0,8;0,0
