datetime;DNI;DryBulb;DewPoint;Pressure;Wdir;Wspd;BL.tin;BL.tout;BL.pin;BL.pout;BL.req_mf;BL.req_pr;SF.tin;SF.tout;SF.pin;SF.pout;SF.req_mf;SF.req_pr
1989-07-01 11:00:00-08:00;919;276,26;273,92999999999995;94500,0;310;7,2;563,15;663,7592568044961;2000000,0;1842302,9342418197;6,04464668988591;0,9462864300798249;562,8190014103188;663,1699237546661;500000,0;15352,52445201516;725,3576027863096;0,0
1989-07-01 12:00:00-08:00;933;276,42999999999995;273,59;94500,0;300;7,2;563,15;663,7782410788599;2000000,0;1837618,0245770663;6,140380964017872;0,9470789012882576;562,8190014103188;663,1886493287124;499999,99999999994;15313,483538142205;736,8457156821452;0,0
1989-07-01 13:00:00-08:00;950;276,65;273,65;94400,0;310;6,2;563,15;663,8011021964389;2000000,0;1831730,9229667585;6,258850263110109;0,9481892547479954;562,8190014103188;663,2111984408288;500000,0;15264,424358056327;751,0620315732127;0,0
1989-07-01 14:00:00-08:00;946;276,76;273,71;94300,0;280;8,8;563,15;663,7975591603695;2000000,0;1832880,2627914126;6,235851234211246;0,9475914571610827;562,8190014103188;663,2077037936467;500000,0;15274,002189928424;748,30214810535;0,0
1989-07-01 15:00:00-08:00;951;276,87;273,82;94200,0;290;7,2;563,15;663,8087684171267;2000000,0;1829777,6096988905;6,297706930708408;0,9483355862377951;562,8190014103188;663,2187599176707;500000,0;15248,146747490744;755,7248316850095;0,0
1989-07-01 16:00:00-08:00;912;276,87;273,92999999999995;94200,0;290;7,2;563,15;663,7532849583873;2000000,0;1843718,4944509645;6,0154559767471065;0,9460584524587268;562,8190014103188;663,1640332134449;500000,0;15364,32078709136;721,8547172096532;0,0
1989-07-01 17:00:00-08:00;849;276,87;273,87;94100,0;290;6,7;563,15;663,7355017720959;2000000,0;1864994,004935556;5,560292013042445;0,9420344879436431;562,8190014103188;663,1464919303377;500000,0;15541,61670779631;667,2350415650932;0,0
1989-07-01 18:00:00-08:00;726;276,76;273,76;94200,0;280;5,7;563,15;662,5083442914859;2000000,0;1970255,1155497152;2,4480377578204675;0,8750956142194647;562,8190014103188;661,9352816074189;500000,0;16418,79262958096;293,76453093845606;0,0
1989-07-01 19:00:00-08:00;421;276,71;273,71;94200,0;240;8,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-01 20:00:00-08:00;0;276,37;273,47999999999996;94200,0;230;5,2;563,15;560,8599058143111;2000000,0;1994578,0433432707;1,0;0,0;562,8190014103188;560,1992730567985;500000,0;16621,483694527255;120,0;0,0
1989-07-01 21:00:00-08:00;0;276,09;273,87;94400,0;270;7,7;563,15;560,8517426414219;2000000,0;1994578,033353569;1,0;0,0;562,8190014103188;560,1911151671961;500000,0;16621,48361127974;120,0;0,0
1989-07-01 22:00:00-08:00;0;275,82;274,15;94400,0;280;7,2;563,15;560,8530930102575;2000000,0;1994578,0350076985;1,0;0,0;562,8190014103188;560,1924646617257;500000,0;16621,483625064157;120,0;0,0
1989-07-01 23:00:00-08:00;0;275,65;274,15;94500,0;270;5,2;563,15;560,8592857829667;2000000,0;1994578,0425873138;1,0;0,0;562,8190014103188;560,198653426575;500000,0;16621,48368822761;120,0;0,0
1989-07-02 00:00:00-08:00;0;275,59;274,03999999999996;94500,0;260;7,7;563,15;560,8513093389089;2000000,0;1994578,0328249594;1,0;0,0;562,8190014103188;560,1906821452561;500000,0;16621,483606874655;120,0;0,0
1989-07-02 01:00:00-08:00;0;275,42999999999995;274,03999999999996;94500,0;250;7,7;563,15;560,8511711792698;2000000,0;1994578,0326564065;1,0;0,0;562,8190014103188;560,1905440750818;500000,0;16621,483605470057;120,0;0,0
1989-07-02 02:00:00-08:00;0;275,37;273,92999999999995;94500,0;260;7,2;563,15;560,8527047083056;2000000,0;1994578,0345340357;1,0;0,0;562,8190014103188;560,1920766111697;500000,0;16621,483621116968;120,0;0,0
1989-07-02 03:00:00-08:00;0;275,32;273,97999999999996;94500,0;280;6,7;563,15;560,8542470431127;2000000,0;1994578,036422184;1,0;0,0;562,8190014103188;560,193617947499;500000,0;16621,483636851535;120,0;0,0
1989-07-02 04:00:00-08:00;0;275,21;273,92999999999995;94500,0;260;6,7;563,15;560,85415261943;2000000,0;1994578,0363070169;1,0;0,0;562,8190014103188;560,1935235849392;500000,0;16621,483635891804;120,0;0,0
1989-07-02 05:00:00-08:00;69;275,03999999999996;273,87;94500,0;290;3,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-02 06:00:00-08:00;540;275,15;273,92999999999995;94500,0;270;6,7;563,15;662,538180127977;2000000,0;1972183,5548952622;2,3597735006421834;0,8705655194969256;562,8190014103188;661,9647468877058;500000,0;16434,86295746052;283,172820077062;0,0
1989-07-02 07:00:00-08:00;765;275,42999999999995;273,97999999999996;94600,0;280;5,7;563,15;663,7930946364504;2000000,0;1890122,3259950113;4,976073814094323;0,9359010345379164;562,8190014103188;663,2033002260357;499999,99999999994;15751,01938329176;597,1288576913186;0,0
1989-07-02 08:00:00-08:00;867;275,76;273,92999999999995;94600,0;310;7,2;563,15;663,7765139181051;2000000,0;1858080,7269212059;5,711580452931849;0,9433578660411075;562,8190014103188;663,1869457189196;500000,0;15484,006057676705;685,3896543518223;0,0
1989-07-02 09:00:00-08:00;922;275,87;273,87;94600,0;310;6,2;563,15;663,7676615194202;2000000,0;1840161,9127297997;6,088573923102815;0,9468056412556762;562,8190014103188;663,1782139819658;500000,0;15334,682606081666;730,6288707723378;0,0
1989-07-02 10:00:00-08:00;957;276,09;273,71;94600,0;290;4,1;563,15;663,8108746338269;2000000,0;1829014,6863221708;6,31286342630512;0,9489284647439052;562,8190014103188;663,220837346825;500000,00000000006;15241,78905268476;757,543611156614;0,0
1989-07-02 11:00:00-08:00;974;276,37;273,71;94600,0;300;5,7;563,15;663,7369796025937;2000000,0;1823074,1093215323;6,429872011457397;0,9495369267924683;562,8190014103188;663,1479496699799;500000,0;15192,284244346101;771,5846413748877;0,0
1989-07-02 12:00:00-08:00;981;276,53999999999996;273,76;94500,0;280;4,1;563,15;663,7442689937079;2000000,0;1820515,7850463435;6,479569588004757;0,9501564208019064;562,8190014103188;663,1551399313748;500000,0;15170,964875386207;777,5483505605703;0,0
1989-07-02 13:00:00-08:00;982;276,76;273,71;94500,0;320;2,6;563,15;663,7453931495141;2000000,0;1820053,540516047;6,48852231917496;0,9504068593211515;562,8190014103188;663,1562487948968;499999,99999999994;15167,112837633722;778,6226783009953;0,0
1989-07-02 14:00:00-08:00;961;277,03999999999996;274,09;94400,0;270;2,6;563,15;663,7238027661158;2000000,0;1827074,906993534;6,351520977540048;0,9494076207328305;562,8190014103188;663,1349518939381;500000,0;15225,624224946116;762,1825173048057;0,0
1989-07-02 15:00:00-08:00;847;277,09;274,03999999999996;94300,0;150;2,1;563,15;663,7395949536327;2000000,0;1864064,737633014;5,580885479887193;0,9429791978677079;562,8190014103188;663,1505294604597;500000,0;15533,872813608443;669,7062575864637;0,0
1989-07-02 16:00:00-08:00;868;277,09;274,03999999999996;94200,0;60;3,1;563,15;663,775099178761;2000000,0;1858046,3176965686;5,712369428687003;0,9440822685095148;562,8190014103188;663,1855502682628;500000,0;15483,71931413808;685,4843314424401;0,0
1989-07-02 17:00:00-08:00;819;277,21;274,15;94200,0;0;0,0;563,15;663,7619876997173;2000000,0;1874025,7252213222;5,356790108770025;0,9410617297242163;562,8190014103188;663,1726174577782;500000,0;15616,881043511023;642,8148130524029;0,0
1989-07-02 18:00:00-08:00;638;277,09;273,97999999999996;94200,0;220;5,2;563,15;662,549925452748;2000000,0;1977363,3388856666;2,1076902916402225;0,8580029218289311;562,8190014103188;661,9763461063741;500000,0;16478,027824047218;252,9228349968268;0,0
1989-07-02 19:00:00-08:00;300;276,87;273,82;94200,0;240;6,2;563,15;560,8571728299249;2000000,0;1994578,0399972417;1,0;0,0;562,8190014103188;560,196541840688;500000,0;16621,483666643682;120,0;0,0
1989-07-02 20:00:00-08:00;0;276,53999999999996;273,65;94400,0;250;7,2;563,15;560,8537182589026;2000000,0;1994578,035770369;1,0;0,0;562,8190014103188;560,1930895055941;500000,0;16621,483631419746;120,0;0,0
1989-07-02 21:00:00-08:00;0;276,21;273,71;94500,0;270;6,7;563,15;560,8550151893251;2000000,0;1994578,0373590777;1,0;0,0;562,8190014103188;560,1943855964929;500000,0;16621,483644658987;120,0;0,0
1989-07-02 22:00:00-08:00;0;276,03999999999996;273,65;94500,0;270;9,3;563,15;560,846629436283;2000000,0;1994578,0270926345;1,0;0,0;562,8190014103188;560,1860052738378;500000,0;16621,48355910529;120,0;0,0
1989-07-02 23:00:00-08:00;0;275,87;273,82;94500,0;280;7,7;563,15;560,8515516979942;2000000,0;1994578,0331206312;1,0;0,0;562,8190014103188;560,1909243474073;500000,0;16621,483609338597;120,0;0,0
1989-07-03 00:00:00-08:00;0;275,71;273,76;94500,0;270;8,8;563,15;560,8479266111216;2000000,0;1994578,0286825013;1,0;0,0;562,8190014103188;560,1873016083272;500000,0;16621,483572354176;120,0;0,0
1989-07-03 01:00:00-08:00;0;275,42999999999995;273,71;94500,0;260;6,7;563,15;560,8543415800444;2000000,0;1994578,0365374913;1,0;0,0;562,8190014103188;560,1937124232353;500000,0;16621,483637812427;120,0;0,0
1989-07-03 02:00:00-08:00;0;275,37;273,59;94500,0;280;6,2;563,15;560,8558753077294;2000000,0;1994578,03841491;1,0;0,0;562,8190014103188;560,1952451581963;500000,0;16621,483653457584;120,0;0,0
1989-07-03 03:00:00-08:00;0;275,32;273,53999999999996;94500,0;270;6,7;563,15;560,8542470431127;2000000,0;1994578,036422184;1,0;0,0;562,8190014103188;560,193617947499;500000,0;16621,483636851535;120,0;0,0
1989-07-03 04:00:00-08:00;0;275,21;273,53999999999996;94500,0;250;5,2;563,15;560,8589092590581;2000000,0;1994578,0421282304;1,0;0,0;562,8190014103188;560,1982771462674;500000,0;16621,483684401916;120,0;0,0
1989-07-03 05:00:00-08:00;7;275,15;273,47999999999996;94600,0;250;4,6;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-03 06:00:00-08:00;252;275,21;273,59;94600,0;250;4,1;563,15;655,2428219005981;2000000,0;1994181,5409939752;1,0;0,7333739322317149;562,8190014103188;654,7372016814371;500000,0;16618,179508283123;120,0;0,0
1989-07-03 07:00:00-08:00;518;275,59;273,71;94600,0;280;5,2;563,15;662,5491185827326;2000000,0;1948568,805853171;3,300426365561859;0,9047294054054985;562,8190014103188;661,9755492776063;500000,00000000006;16238,073382109756;396,05116386742327;0,0
1989-07-03 08:00:00-08:00;630;275,82;273,71;94700,0;290;5,7;563,15;663,741595602806;2000000,0;1924623,047659749;4,058775274898768;0,9221666842341832;562,8190014103188;663,1525029025076;500000,0;16038,52539716458;487,053032987852;0,0
1989-07-03 09:00:00-08:00;596;276,09;273,65;94600,0;300;6,7;563,15;662,5501207423666;2000000,0;1931280,7233218574;3,8630435255171442;0,9174466516749527;562,8190014103188;661,9765389655809;500000,0;16094,006027682144;463,56522306205716;0,0
1989-07-03 10:00:00-08:00;760;276,37;273,71;94600,0;310;5,7;563,15;663,7758932592131;2000000,0;1891418,7444832025;4,944360019106547;0,9355456123683613;562,8190014103188;663,1863335223946;500000,0;15761,822870693366;593,3232022927851;0,0
1989-07-03 11:00:00-08:00;777;276,65;273,71;94600,0;310;3,6;563,15;663,7407469843997;2000000,0;1886533,5075316157;5,063267497247092;0,937339403672681;562,8190014103188;663,1516658250735;500000,0;15721,11256276346;607,5920996696512;0,0
1989-07-03 12:00:00-08:00;800;276,92999999999995;273,87;94500,0;250;2,6;563,15;663,8079297631873;2000000,0;1879925,7141684068;5,21996360982404;0,9392589278171454;562,8190014103188;663,217932725136;500000,0;15666,047618070057;626,3956331788849;0,0
1989-07-03 13:00:00-08:00;816;277,09;274,03999999999996;94500,0;270;2,6;563,15;663,7553004335489;2000000,0;1874989,5295387083;5,334675412324071;0,9404655415497005;562,8190014103188;663,1660212524749;500000,00000000006;15624,912746155904;640,1610494788885;0,0
1989-07-03 14:00:00-08:00;721;277,32;274,26;94400,0;300;2,6;563,15;663,795562834062;2000000,0;1902001,0101974185;4,678045268772094;0,9327675890678022;562,8190014103188;663,2057347265987;500000,0;15850,008418311822;561,3654322526512;0,0
1989-07-03 15:00:00-08:00;827;277,32;274,21;94400,0;10;2,1;563,15;663,7896968142146;2000000,0;1870462,496681147;5,437762437305694;0,9416020553758873;562,8190014103188;663,1999487826406;500000,0;15587,187472342888;652,5314924766836;0,0
1989-07-03 16:00:00-08:00;780;277,37;274,26;94300,0;350;2,6;563,15;663,7572274542836;2000000,0;1884949,562083889;5,101219935436932;0,9379454694003051;562,8190014103188;663,1679220374162;500000,00000000006;15707,913017365738;612,146392252432;0,0
1989-07-03 17:00:00-08:00;684;277,26;274,15;94200,0;120;2,1;563,15;663,7281166082757;2000000,0;1911810,9978974534;4,4189753483374945;0,9291922437233588;562,8190014103188;663,1392071341152;500000,0;15931,758315812109;530,2770418004994;0,0
1989-07-03 18:00:00-08:00;516;277,21;274,09;94200,0;230;6,7;563,15;662,4875548046997;2000000,0;1985723,9659977844;1,635591412696424;0,8232773096090509;562,8190014103188;661,9147498250549;500000,0;16547,699716648214;196,27096952357076;0,0
1989-07-03 19:00:00-08:00;165;277,03999999999996;273,92999999999995;94200,0;230;6,7;563,15;560,8557382733916;2000000,0;1994578,0382409536;1,0;0,0;562,8190014103188;560,1951082125493;500000,0;16621,483652007948;120,0;0,0
1989-07-03 20:00:00-08:00;0;276,71;273,65;94400,0;240;6,7;563,15;560,8554500024939;2000000,0;1994578,0378893816;1,0;0,0;562,8190014103188;560,1948201282272;500000,0;16621,483649078185;120,0;0,0
1989-07-03 21:00:00-08:00;0;276,42999999999995;273,42999999999995;94500,0;290;7,2;563,15;560,853622418128;2000000,0;1994578,0356534687;1,0;0,0;562,8190014103188;560,1929937268637;500000,0;16621,48363044558;120,0;0,0
1989-07-03 22:00:00-08:00;0;276,15;273,71;94500,0;290;6,2;563,15;560,8565473799893;2000000,0;1994578,0392345209;1,0;0,0;562,8190014103188;560,195916795503;500000,0;16621,48366028767;120,0;0,0
1989-07-03 23:00:00-08:00;0;276,03999999999996;273,59;94500,0;280;7,7;563,15;560,8516992050846;2000000,0;1994578,0333005777;1,0;0,0;562,8190014103188;560,1910717589842;500000,0;16621,48361083815;120,0;0,0
1989-07-04 00:00:00-08:00;0;275,82;273,47999999999996;94500,0;270;7,2;563,15;560,8530930102575;2000000,0;1994578,0350076985;1,0;0,0;562,8190014103188;560,1924646617257;500000,0;16621,483625064157;120,0;0,0
1989-07-04 01:00:00-08:00;0;275,59;273,53999999999996;94500,0;280;5,2;563,15;560,8592343324974;2000000,0;1994578,042524581;1,0;0,0;562,8190014103188;560,198602009391;500000,0;16621,483687704847;120,0;0,0
1989-07-04 02:00:00-08:00;0;275,65;273,53999999999996;94500,0;270;6,7;563,15;560,8545309940122;2000000,0;1994578,0367685196;1,0;0,0;562,8190014103188;560,1939017145933;500000,0;16621,48363973766;120,0;0,0
1989-07-04 03:00:00-08:00;0;275,53999999999996;273,47999999999996;94500,0;280;7,7;563,15;560,8512661381619;2000000,0;1994578,0327722547;1,0;0,0;562,8190014103188;560,1906389724834;500000,0;16621,48360643546;120,0;0,0
1989-07-04 04:00:00-08:00;0;275,47999999999996;273,42999999999995;94500,0;270;7,7;563,15;560,851214328301;2000000,0;1994578,0327090449;1,0;0,0;562,8190014103188;560,1905871961716;500000,0;16621,48360590871;120,0;0,0
1989-07-04 05:00:00-08:00;62;275,37;273,42999999999995;94500,0;280;6,7;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-04 06:00:00-08:00;526;275,47999999999996;273,42999999999995;94500,0;290;5,2;563,15;662,5625667251104;2000000,0;1974237,0596450416;2,262655471455574;0,8663559413225708;562,8190014103188;661,9888299815119;499999,99999999994;16451,97549704201;271,5186565746689;0,0
1989-07-04 07:00:00-08:00;763;275,76;273,53999999999996;94600,0;280;6,2;563,15;663,7856097937665;2000000,0;1890689,538914385;4,9622149959447945;0,9356444932120188;562,8190014103188;663,1959175330984;500000,0;15755,746157619884;595,4657995133753;0,0
1989-07-04 08:00:00-08:00;865;275,97999999999996;273,76;94600,0;300;7,2;563,15;663,7730845809948;2000000,0;1858683,788337691;5,698523784418211;0,9432423463826846;562,8190014103188;663,1835631342775;500000,00000000006;15489,031569480765;683,8228541301852;0,0
1989-07-04 09:00:00-08:00;916;276,32;273,76;94600,0;300;8,2;563,15;663,759456948312;2000000,0;1842311,2615099414;6,044464544950258;0,9461200635560035;562,8190014103188;663,1701211729712;500000,0;15352,593845916188;725,3357453940305;0,0
1989-07-04 10:00:00-08:00;949;276,53999999999996;273,82;94600,0;290;5,7;563,15;663,8004204865204;2000000,0;1831877,0897475977;6,255938579847994;0,9482443780328169;562,8190014103188;663,2105260423082;500000,0;15265,642414563315;750,7126295817592;0,0
1989-07-04 11:00:00-08:00;968;276,82;273,82;94500,0;300;6,7;563,15;663,7305042799914;2000000,0;1825241,194632987;6,387511070170877;0,9490752657337952;562,8190014103188;663,1415623622456;500000,0;15210,343288608214;766,5013284205055;0,0
1989-07-04 12:00:00-08:00;973;277,09;273,97999999999996;94500,0;290;5,7;563,15;663,7358756639165;2000000,0;1823432,4515441451;6,422886473291953;0,9495041740801142;562,8190014103188;663,1468607393659;500000,0;15195,27042953454;770,7463767950344;0,0
1989-07-04 13:00:00-08:00;964;277,37;274,26;94400,0;260;9,8;563,15;663,726537708723;2000000,0;1826792,1298717775;6,357014504708113;0,9483668227121098;562,8190014103188;663,1376496854808;499999,99999999994;15223,26774893148;762,8417405649734;0,0
1989-07-04 14:00:00-08:00;953;277,47999999999996;274,32;94400,0;240;8,2;563,15;663,8067383546065;2000000,0;1830477,683147184;6,283789301361391;0,948083702992511;562,8190014103188;663,2167575976556;500000,0;15253,980692893187;754,0547161633672;0,0
1989-07-04 15:00:00-08:00;933;277,47999999999996;274,32;94300,0;290;8,8;563,15;663,7847511375335;2000000,0;1836145,9934211464;6,1701716753061655;0,9470867142276397;562,8190014103188;663,1950705918579;500000,0;15301,216611842894;740,4206010367399;0,0
1989-07-04 16:00:00-08:00;893;276,92999999999995;274,37;94200,0;280;9,3;563,15;663,7265444890169;2000000,0;1850024,1217494602;5,8838490139809565;0,9445692273300474;562,8190014103188;663,1376563736632;500000,0;15416,867681245514;706,0618816777143;0,0
1989-07-04 17:00:00-08:00;828;277,37;274,26;94200,0;290;10,3;563,15;663,7827420203871;2000000,0;1871786,42885329;5,407707282028732;0,9398804953590912;562,8190014103188;663,1930888830449;500000,0;15598,220240444078;648,9248738434479;0,0
1989-07-04 18:00:00-08:00;703;277,21;274,15;94200,0;280;7,7;563,15;662,5317306975674;2000000,0;1972378,678151464;2,3506927802549398;0,8698821064906714;562,8190014103188;661,9583776295178;499999,99999999994;16436,488984595533;282,0831336305927;0,0
1989-07-04 19:00:00-08:00;390;276,97999999999996;273,92999999999995;94200,0;290;7,7;563,15;560,8525197660322;2000000,0;1994578,0343015913;1,0;0,0;562,8190014103188;560,1918917886358;500000,0;16621,483619179933;120,0;0,0
1989-07-04 20:00:00-08:00;0;276,71;273,65;94400,0;270;7,2;563,15;560,8538666015955;2000000,0;1994578,0359513117;1,0;0,0;562,8190014103188;560,1932377522568;500000,0;16621,483632927593;120,0;0,0
1989-07-04 21:00:00-08:00;0;276,59;273,59;94400,0;240;8,2;563,15;560,8505947635954;2000000,0;1994578,0319463208;1,0;0,0;562,8190014103188;560,1899680326757;500000,0;16621,483599552677;120,0;0,0
1989-07-04 22:00:00-08:00;0;276,26;273,32;94500,0;310;3,6;563,15;560,8645622630819;2000000,0;1994578,0490398197;1,0;0,0;562,8190014103188;560,2039264940356;500000,0;16621,483741998494;120,0;0,0
1989-07-04 23:00:00-08:00;0;276,09;273,37;94500,0;300;3,6;563,15;560,8644163250569;2000000,0;1994578,0488619527;1,0;0,0;562,8190014103188;560,2037806503708;500000,0;16621,48374051627;120,0;0,0
1989-07-05 00:00:00-08:00;0;276,03999999999996;273,26;94500,0;260;5,7;563,15;560,8580366352891;2000000,0;1994578,0410573946;1,0;0,0;562,8190014103188;560,197405087101;500000,0;16621,483675478285;120,0;0,0
1989-07-05 01:00:00-08:00;0;275,82;273,37;94500,0;270;6,7;563,15;560,8546776703198;2000000,0;1994578,0369474215;1,0;0,0;562,8190014103188;560,1940482959573;500000,0;16621,48364122851;120,0;0,0
1989-07-05 02:00:00-08:00;0;275,87;273,15;94400,0;280;10,3;563,15;560,8433121564316;2000000,0;1994578,0230299572;1,0;0,0;562,8190014103188;560,1826901435754;500000,0;16621,48352524965;120,0;0,0
1989-07-05 03:00:00-08:00;0;275,76;273,03999999999996;94400,0;280;8,8;563,15;560,847970046602;2000000,0;1994578,0287355054;1,0;0,0;562,8190014103188;560,1873450156708;500000,0;16621,483572795874;120,0;0,0
1989-07-05 04:00:00-08:00;0;275,65;273,09;94500,0;290;9,3;563,15;560,8462896844934;2000000,0;1994578,026677992;1,0;0,0;562,8190014103188;560,1856657421699;500000,0;16621,483555649927;120,0;0,0
1989-07-05 05:00:00-08:00;34;275,59;273,15;94500,0;280;7,2;563,15;561,8264932990967;2000000,0;1994579,1820173913;1,0;0,0;562,8190014103188;561,1652695425397;500000,0;16621,493183478266;120,0;0,0
1989-07-05 06:00:00-08:00;450;275,71;273,26;94600,0;280;7,7;563,15;662,5638362391313;2000000,0;1981797,8662112935;1,8696773878397634;0,8415116535558066;562,8190014103188;661,9900836803737;500000,0;16514,982218427438;224,36128654077174;0,0
1989-07-05 07:00:00-08:00;712;275,97999999999996;273,47999999999996;94600,0;290;6,7;563,15;663,7413083254796;2000000,0;1904637,6099272878;4,609725348257009;0,9309905182941209;562,8190014103188;663,1522195321515;499999,99999999994;15871,980082727394;553,1670417908414;0,0
1989-07-05 08:00:00-08:00;825;276,26;273,71;94700,0;300;5,7;563,15;663,7853869235491;2000000,0;1871214,4563528504;5,420723293482094;0,9408242786007055;562,8190014103188;663,1956977036604;500000,0;15593,453802940414;650,4867952178516;0,0
1989-07-05 09:00:00-08:00;886;276,53999999999996;273,76;94700,0;280;5,7;563,15;663,8071636641133;2000000,0;1852328,7688853794;5,834836312845407;0,944762838997709;562,8190014103188;663,2171770952904;499999,99999999994;15436,073074044834;700,1803575414486;0,0
1989-07-05 10:00:00-08:00;923;276,76;273,82;94600,0;300;6,2;563,15;663,7653094148515;2000000,0;1840731,2572240871;6,0769235305175515;0,9467342071957574;562,8190014103188;663,1758939244392;500000,0;15339,42714353406;729,2308236621059;0,0
1989-07-05 11:00:00-08:00;938;277,03999999999996;273,97999999999996;94600,0;280;6,2;563,15;663,785019910296;2000000,0;1835858,993893226;6,175997373502786;0,9475460303864662;562,8190014103188;663,1953356977248;500000,0;15298,824949110221;741,119684820334;0,0
1989-07-05 12:00:00-08:00;942;277,32;274,21;94500,0;290;6,7;563,15;663,7903801373377;2000000,0;1834528,9767154623;6,202793369064949;0,9476855634122717;562,8190014103188;663,2006227796126;500000,0;15287,741472628859;744,3352042877939;0,0
1989-07-05 13:00:00-08:00;939;277,47999999999996;274,37;94500,0;280;6,7;563,15;663,7864549820799;2000000,0;1835526,0862969798;6,182710240985445;0,9475300756880806;562,8190014103188;663,1967511894529;500000,0;15296,0507191415;741,9252289182533;0,0
1989-07-05 14:00:00-08:00;925;277,59;274,42999999999995;94400,0;290;8,8;563,15;663,7689517196357;2000000,0;1840055,482928071;6,090721379231581;0,946441005171551;562,8190014103188;663,1794866010808;499999,99999999994;15333,795691067253;730,8865655077897;0,0
1989-07-05 15:00:00-08:00;902;277,59;274,42999999999995;94400,0;280;8,8;563,15;663,7416587104168;2000000,0;1846581,5617172425;5,956011009653759;0,9453033549911944;562,8190014103188;663,1525651518441;500000,0;15388,179680977011;714,7213211584514;0,0
1989-07-05 16:00:00-08:00;862;277,42999999999995;274,42999999999995;94300,0;300;8,8;563,15;663,7650131614379;2000000,0;1860154,0740077812;5,6665630536171925;0,9427025969941342;562,8190014103188;663,1756017070405;500000,0;15501,283950064848;679,987566434063;0,0
1989-07-05 17:00:00-08:00;786;277,47999999999996;274,37;94300,0;290;8,8;563,15;663,7672320491221;2000000,0;1884215,8563385047;5,118645816339796;0,937020563197581;562,8190014103188;663,1777903635398;500000,0;15701,79880282087;614,2374979607755;0,0
1989-07-05 18:00:00-08:00;647;277,32;274,21;94300,0;290;7,7;563,15;662,5631217415388;2000000,0;1976908,4593567753;2,1307838719816075;0,8583516853981613;562,8190014103188;661,989378083928;500000,0;16474,23716130647;255,6940646377928;0,0
