datetime;DNI;SF.x.prth;SF.x.pwr;;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;SF.x.mf;SF.x.tout;SF.x.prth;SF.x.pwr;;LB.000.x.qlst;LB.000.x.qlbk;;SF.x.prth;SF.x.pwr;;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;LB.000.x.pin;LB.000.x.pout;LB.000.x.prth;LB.000.x.prop;LB.000.x.qabs;LB.000.x.qlst;LB.000.x.qlbk
1989-07-02 18:00:00+01:00;712;0,925824577;246706087,7;;6,507945908;563,15;663,24659;1026,562214;662,6664744;0,937196904;249463832,7;;3725,327743;59,1126251;-1,224388348;0,937160265;249454081,7;;6,580268269;563,15;663,2490091;2000000;1722970,068;0,937160265;0,725669542;54159,61819;3350,89433;56,85090493
1989-07-02 19:00:00+01:00;615;0,90479492;190303611,4;;5,020404113;563,15;663,240571;795,8592149;662,6660752;0,920792728;193400107,8;;3708,584193;59,16305015;-1,762998162;0,920746438;193390386,9;;5,101404568;563,15;663,2485945;2000000;1827432,127;0,920746438;0,726810941;42735,762;3335,429347;56,89447193
1989-07-02 20:00:00+01:00;482;0,697257568;46850832,16;;1,238327058;563,15;663,0603771;206,6393682;662,473632;0,749046364;50111719,5;;3753,036106;59,53739664;-7,406464537;0,748899702;50101909,67;;1,324354188;563,15;663,0534463;2000000;1985345,804;0,748899702;0,721816905;13611,19929;3377,145989;57,23568304
1989-07-02 21:00:00+01:00;0;0;-10719277,37;;1;563,15;533,3240297;156;532,6988771;0;-10719277,37;;2009,997919;47,80583196;#¡DIV/0!;0;-10719277,37;;1;563,15;533,3240297;2000000;1991770,659;0;0,705256049;0;2009,997919;47,80583196
1989-07-02 22:00:00+01:00;0;0;-10691207,87;;1;563,15;533,4053939;156;532,7801143;0;-10691207,87;;2004,356067;47,8407662;#¡DIV/0!;0;-10691207,87;;1;563,15;533,4053939;2000000;1991771,056;0;0,676476184;0;2004,356067;47,8407662
1989-07-02 23:00:00+01:00;0;0;-10663194,69;;1;563,15;533,4865867;156;532,8611803;0;-10663194,69;;1998,725536;47,87748705;#¡DIV/0!;0;-10663194,69;;1;563,15;533,4865867;2000000;1991771,451;0;0,632236996;0;1998,725536;47,87748705
1989-07-03 00:00:00+01:00;0;0;-10619136,48;;1;563,15;533,6142677;156;532,9886618;0;-10619136,48;;1989,870056;47,90688406;#¡DIV/0!;0;-10619136,48;;1;563,15;533,6142677;2000000;1991772,071;0;0,575013936;0;1989,870056;47,90688406
1989-07-03 01:00:00+01:00;0;0;-10664664,22;;1;563,15;533,4823277;156;532,8569279;0;-10664664,22;;1999,020877;47,90779372;#¡DIV/0!;0;-10664664,22;;1;563,15;533,4823277;2000000;1991771,431;0;0,527748702;0;1999,020877;47,90779372
1989-07-03 02:00:00+01:00;0;0;-10665613,63;;1;563,15;533,479576;156;532,8541806;0;-10665613,63;;1999,211687;47,92740422;#¡DIV/0!;0;-10665613,63;;1;563,15;533,479576;2000000;1991771,419;0;0,530099323;0;1999,211687;47,92740422
1989-07-03 03:00:00+01:00;0;0;-10655280,68;;1;563,15;533,509523;156;532,8840808;0;-10655280,68;;1997,134794;47,96027782;#¡DIV/0!;0;-10655280,68;;1;563,15;533,509523;2000000;1991771,565;0;0,579641617;0;1997,134794;47,96027782
1989-07-03 04:00:00+01:00;0;0;-10645153;;1;563,15;533,5388741;156;532,913386;0;-10645153;;1995,099167;47,98229712;#¡DIV/0!;0;-10645153;;1;563,15;533,5388741;2000000;1991771,708;0;0,636307493;0;1995,099167;47,98229712
1989-07-03 05:00:00+01:00;0;0;-10635019,33;;1;563,15;533,5682414;156;532,9427075;0;-10635019,33;;1993,062337;48,00431734;#¡DIV/0!;0;-10635019,33;;1;563,15;533,5682414;2000000;1991771,851;0;0,67928421;0;1993,062337;48,00431734
1989-07-03 06:00:00+01:00;0;0;-10635447,23;;1;563,15;533,5670014;156;532,9414694;0;-10635447,23;;1993,148335;48,01323198;#¡DIV/0!;0;-10635447,23;;1;563,15;533,5670014;2000000;1991771,845;0;0,706972395;0;1993,148335;48,01323198
1989-07-03 07:00:00+01:00;0;0;-10731343,64;;1;563,15;533,2890511;156;532,6639531;0;-10731343,64;;2012,423019;47,99236879;#¡DIV/0!;0;-10731343,64;;1;563,15;533,2890511;2000000;1991770,495;0;0,722719791;0;2012,423019;47,99236879
1989-07-03 08:00:00+01:00;495;0,886147119;156617003,4;;4,131543808;563,15;663,244542;657,6841237;662,6571613;0,905696154;159807234,7;;3709,523931;59,4251715;-2,199854758;0,905641068;159797517;;4,215670954;563,15;663,2394727;2000000;1878743,352;0,905641068;0,726505392;35901,14736;3336,771453;57,15589907
1989-07-03 09:00:00+01:00;624;0,914937868;213773905,2;;5,639242383;563,15;663,246153;892,0706836;662,6553097;0,928860463;216755311,5;;3699,976925;59,37056749;-1,517162345;0,928818961;216745628,2;;5,718145299;563,15;663,2376916;2000000;1786709,852;0,928818961;0,725802125;47480,67466;3327,491844;57,10146161
1989-07-03 10:00:00+01:00;722;0,927727134;251372520,5;;6,630989626;563,15;663,2473582;1045,762994;662,6551978;0,938801295;254099161,2;;3690,397186;59,30997352;-1,18984343;0,938765634;254089510,8;;6,703352934;563,15;663,2375806;2000000;1713233,791;0,938765634;0,727058914;55071,70141;3319,486751;57,04760028
1989-07-03 11:00:00+01:00;798;0,934340369;278834551,6;;7,355598922;563,15;663,2449784;1158,79237;662,6544148;0,944397782;281560646,2;;3692,896737;59,25059753;-1,072953735;0,944365408;281550995,8;;7,42790008;563,15;663,236787;2000000;1652639,827;0,944365408;0,72546644;60661,9919;3321,837129;56,98925594
1989-07-03 12:00:00+01:00;854;0,938681753;299708463,3;;7,906803361;563,15;663,2383264;1244,580834;662,6618891;0,948069164;302429489,9;;3689,850716;59,19387516;-0,996843696;0,948038943;302419850,9;;7,977826254;563,15;663,2443615;2000000;1602960,135;0,948038943;0,725958248;64905,92595;3319,350009;56,93428494
1989-07-03 13:00:00+01:00;892;0,941232308;314080882,1;;8,28560442;563,15;663,2425251;1303,679109;662,6666755;0,950229167;316806406,9;;3696,073982;59,14235566;-0,952782998;0,95020021;316796754,2;;8,356660875;563,15;663,2492121;2000000;1566892,027;0,95020021;0,72675303;67836,92708;3324,966262;56,88304106
1989-07-03 14:00:00+01:00;902;0,941692044;317743376;;8,382125125;563,15;663,2436292;1318,975232;662,6540352;0,950622466;320480200,9;;3708,302652;59,10046128;-0,945287328;0,950593739;320470518;;8,454712295;563,15;663,2364016;2000000;1557317,443;0,950593739;0,726716584;68595,18133;3335,762835;56,84015975
1989-07-03 15:00:00+01:00;889;0,940414408;312543621,6;;8,245070736;563,15;663,2422953;1297,486442;662,6663208;0,949539928;315300334,3;;3732,931299;59,0731917;-0,967248842;0,949510556;315290582,7;;8,316961674;563,15;663,2488528;2000000;1570738,126;0,949510556;0,725894602;67563,42734;3358,079472;56,81376279
1989-07-03 16:00:00+01:00;851;0,938231395;298604209,8;;7,877687381;563,15;663,2381333;1240,100536;662,661574;0,947692446;301339775,6;;3705,242041;59,06482839;-1,005145585;0,947661987;301330092,1;;7,949105219;563,15;663,2440423;2000000;1605631,604;0,947661987;0,725488126;64697,75646;3333,079591;56,80517055
1989-07-03 17:00:00+01:00;791;0,933043002;277064865,4;;7,308936333;563,15;663,2447012;1151,71112;662,6539536;0,943307449;279838681;;3747,933044;59,07226757;-1,096563185;0,943274408;279828880,8;;7,382503484;563,15;663,23632;2000000;1656593,567;0,943274408;0,72730084;60360,66284;3371,208186;56,81073786
1989-07-03 18:00:00+01:00;716;0,925382377;247982465,3;;6,541500033;563,15;663,2482692;1031,952003;662,6674673;0,936824712;250776261,7;;3769,352999;59,10258779;-1,232897266;0,936791391;250767431,4;;6,615812768;563,15;663,2361128;2000000;1720172,917;0,936791391;0,725686453;54466,17729;3390,321404;56,83969136
1989-07-03 19:00:00+01:00;615;0,904438463;190139442,9;;5,016084243;563,15;663,2403619;795,231232;662,6658496;0,92049636;193247037;;3720,90182;59,17254075;-1,770317566;0,920449896;193237284,1;;5,097378197;563,15;663,2483658;2000000;1827683,746;0,920449896;0,726768879;42715,68213;3346,525515;56,90389623
1989-07-03 20:00:00+01:00;482;0,695094483;46623312,18;;1,232341771;563,15;663,0582002;205,7824637;662,4724076;0,747251585;49903258,91;;3773,512383;59,55264462;-7,482349412;0,747103881;49893396,83;;1,318859859;563,15;663,0522029;2000000;1985454,753;0,747103881;0,721932223;13587,12194;3395,634998;57,25053085
1989-07-03 21:00:00+01:00;0;0;-10708454,12;;1;563,15;533,3554037;156;532,7302021;0;-10708454,12;;2007,822483;47,82800511;#¡DIV/0!;0;-10708454,12;;1;563,15;533,3554037;2000000;1991770,812;0;0,705473386;0;2007,822483;47,82800511
1989-07-03 22:00:00+01:00;0;0;-10692684,43;;1;563,15;533,401114;156;532,7758411;0;-10692684,43;;2004,652821;47,87107134;#¡DIV/0!;0;-10692684,43;;1;563,15;533,401114;2000000;1991771,036;0;0,676850425;0;2004,652821;47,87107134
1989-07-03 23:00:00+01:00;0;0;-10726578,93;;1;563,15;533,3028636;156;532,677744;0;-10726578,93;;2011,46542;47,8943205;#¡DIV/0!;0;-10726578,93;;1;563,15;533,3028636;2000000;1991770,559;0;0,632860908;0;2011,46542;47,8943205
1989-07-04 00:00:00+01:00;0;0;-10756989,63;;1;563,15;533,2147016;156;532,5897196;0;-10756989,63;;2017,577806;47,90751565;#¡DIV/0!;0;-10756989,63;;1;563,15;533,2147016;2000000;1991770,13;0;0,575986132;0;2017,577806;47,90751565
1989-07-04 01:00:00+01:00;0;0;-10621541,74;;1;563,15;533,6072977;156;532,9817028;0;-10621541,74;;1990,353458;47,95680426;#¡DIV/0!;0;-10621541,74;;1;563,15;533,6072977;2000000;1991772,039;0;0,528969844;0;1990,353458;47,95680426
1989-07-04 02:00:00+01:00;0;0;-10622484,65;;1;563,15;533,6045654;156;532,9789747;0;-10622484,65;;1990,542962;47,97641617;#¡DIV/0!;0;-10622484,65;;1;563,15;533,6045654;2000000;1991772,026;0;0,531123023;0;1990,542962;47,97641617
1989-07-04 03:00:00+01:00;0;0;-10622998,49;;1;563,15;533,6030764;156;532,977488;0;-10622998,49;;1990,646231;47,98711368;#¡DIV/0!;0;-10622998,49;;1;563,15;533,6030764;2000000;1991772,019;0;0,580231927;0;1990,646231;47,98711368
1989-07-04 04:00:00+01:00;0;0;-10645581,88;;1;563,15;533,5376311;156;532,912145;0;-10645581,88;;1995,185363;47,99121155;#¡DIV/0!;0;-10645581,88;;1;563,15;533,5376311;2000000;1991771,702;0;0,636602419;0;1995,185363;47,99121155
1989-07-04 05:00:00+01:00;0;0;-10646096,23;;1;563,15;533,5361405;156;532,9106567;0;-10646096,23;;1995,288735;48,00190893;#¡DIV/0!;0;-10646096,23;;1;563,15;533,5361405;2000000;1991771,695;0;0,679435332;0;1995,288735;48,00190893
1989-07-04 06:00:00+01:00;0;0;-10698907,75;;1;563,15;533,3830753;156;532,7578305;0;-10698907,75;;2005,903567;47,99942877;#¡DIV/0!;0;-10698907,75;;1;563,15;533,3830753;2000000;1991770,952;0;0,707054995;0;2005,903567;47,99942877
1989-07-04 07:00:00+01:00;0;0;-10646524,6;;1;563,15;533,5348991;156;532,9094172;0;-10646524,6;;1995,374827;48,01082347;#¡DIV/0!;0;-10646524,6;;1;563,15;533,5348991;2000000;1991771,69;0;0,722764372;0;1995,374827;48,01082347
1989-07-04 08:00:00+01:00;492;0,88607865;155041786,9;;4,09027002;563,15;663,2380465;651,0045958;662,6653718;0,905631118;158198095,8;;3674,205704;59,42462409;-2,200409415;0,905576008;158188471,2;;4,172857477;563,15;663,2477567;2000000;1881008,35;0,905576008;0,726488719;35542,20884;3305,186916;57,15660205
1989-07-04 09:00:00+01:00;621;0,91467372;212691230,6;;5,610751474;563,15;663,2449793;887,6027685;662,6542673;0,928639719;215667294,2;;3693,642127;59,36182489;-1,522331531;0,928598087;215657627;;5,689505264;563,15;663,236635;2000000;1788691,976;0,928598087;0,725813036;47253,56764;3321,779506;57,09270244
1989-07-04 10:00:00+01:00;719;0,927424777;250235506,5;;6,60102186;563,15;663,2469895;1041,090288;662,6546064;0,93854551;252962189,2;;3690,266813;59,31034055;-1,195236788;0,938509699;252952538,9;;6,673399711;563,15;663,2369812;2000000;1715619,696;0,938509699;0,727031872;54840,21853;3319,36252;57,04791898
1989-07-04 11:00:00+01:00;798;0,933887071;278694595,7;;7,351893218;563,15;663,245155;1158,301914;662,6544567;0,944014533;281441602,5;;3718,698392;59,26201748;-1,080951112;0,943981934;281431885,2;;7,42475435;563,15;663,2368297;2000000;1652912,407;0,943981934;0,725463691;60660,95412;3345,075791;57,00060024
1989-07-04 12:00:00+01:00;854;0,937358647;299290161,2;;7,895725675;563,15;663,2388328;1243,127922;662,6620487;0,946951066;302076952,3;;3770,678691;59,20646765;-1,020051151;0,946920185;302067102,8;;7,968507127;563,15;663,2445238;2000000;1603820,255;0,946920185;0,725979355;64906,79174;3392,134955;56,94666181
1989-07-04 13:00:00+01:00;892;0,940233952;313758779,4;;8,277078814;563,15;663,2428501;1302,564668;662,6668115;0,949385117;316536047,4;;3759,909507;59,16349773;-0,970153333;0,949355663;316526228,8;;8,349512612;563,15;663,2493503;2000000;1567579,791;0,949355663;0,726791261;67839,27767;3382,462097;56,90402817
1989-07-04 14:00:00+01:00;905;0,940896886;318542002,1;;8,403141673;563,15;663,2442084;1322,468939;662,6544641;0,949950081;321330563,7;;3772,426687;59,13216436;-0,959092794;0,94992096;321320714,7;;8,477103435;563,15;663,2368366;2000000;1555109,01;0,94992096;0,726757504;68825,86002;3393,530448;56,87173125
1989-07-04 15:00:00+01:00;889;0,939620838;312284688,5;;8,238211525;563,15;663,2426223;1296,587138;662,6664261;0,948868662;315082150,7;;3783,42049;59,10306851;-0,981040163;0,948838896;315072268,3;;8,311193429;563,15;663,2489599;2000000;1571290,901;0,948838896;0,725919894;67564,42483;3403,565854;56,84350978
1989-07-04 16:00:00+01:00;851;0,937382053;298325333,9;;7,870302391;563,15;663,2384678;1239,123595;662,6616708;0,946974352;301102694,3;;3756,817312;59,08578249;-1,020012929;0,946943471;301092876,7;;7,942839217;563,15;663,2441407;2000000;1606208,452;0,946943471;0,725481402;64695,86307;3379,533209;56,82598517
1989-07-04 17:00:00+01:00;794;0,932744657;278000925;;7,33357243;563,15;663,2454384;1155,66001;662,6544234;0,943054843;280799578,4;;3779,004338;59,10334216;-1,101801941;0,943021655;280789698,3;;7,407814753;563,15;663,2367962;2000000;1654385,808;0,943021655;0,727249821;60584,14638;3399,211694;56,84173456
1989-07-04 18:00:00+01:00;716;0,925497566;248024678,2;;6,54261512;563,15;663,2482467;1032,104599;662,6674657;0,936920846;250813339,9;;3763,629016;59,1330331;-1,230690913;0,936887581;250804524,1;;6,616791501;563,15;663,2361107;2000000;1720096,233;0,936887581;0,725704955;54468,6426;3385,198316;56,87015574
