;DNI;DryBulb;DewPoint;Pressure;Wspd;elevation;zenith;azimuth;aoi;IAM;pr_geo;pr_shadows;pr_opt_peak;solar_fraction;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pin;SF.x.pout;SF.x.prth;SF.x.prop;SF.x.qabs;SF.x.qlst;SF.x.qlbk;SF.x.pwr;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;LB.000.x.pin;LB.000.x.pout;LB.000.x.prth;LB.000.x.prop;LB.000.x.qabs;LB.000.x.qlst;LB.000.x.qlbk;SB.NO.x.mf;SB.NO.x.tin;SB.NO.x.tout;SB.NO.x.pin;SB.NO.x.pout;SB.NO.x.prth;SB.NO.x.prop;SB.NO.x.qabs;SB.NO.x.qlst;SB.NO.x.qlbk;SB.NE.x.mf;SB.NE.x.tin;SB.NE.x.tout;SB.NE.x.pin;SB.NE.x.pout;SB.NE.x.prth;SB.NE.x.prop;SB.NE.x.qabs;SB.NE.x.qlst;SB.NE.x.qlbk;SB.SO.x.mf;SB.SO.x.tin;SB.SO.x.tout;SB.SO.x.pin;SB.SO.x.pout;SB.SO.x.prth;SB.SO.x.prop;SB.SO.x.qabs;SB.SO.x.qlst;SB.SO.x.qlbk;SB.SE.x.mf;SB.SE.x.tin;SB.SE.x.tout;SB.SE.x.pin;SB.SE.x.pout;SB.SE.x.prth;SB.SE.x.prop;SB.SE.x.qabs;SB.SE.x.qlst;SB.SE.x.qlbk
1907-03-27 10:00:00+01:00;921,0;285,04999999999995;273,15;83000,0;22,0;31,6813324718988;58,3186675281012;116,38716950160449;22,222599458279973;0,9925508604142881;0,9952083332482745;1,0;0,7281244610469688;0,8449899512669999;730,0178709677493;566,15;665,6143058247965;2000000,0;1753909,0628184502;0,9416450989972899;0,722700560300859;300333421,72611713;17233330,18266542;250229,0782062933;177959842,7316634;6,083482258064578;566,15;666,2405824557175;2000000,0;1753909,0628184502;0,9416450989972895;0,7227005603008587;2502778,514384309;143611,0848555451;2085,242318385778;182,50446774193733;566,15;665,9261655874769;2000000,0;1753909,0628184502;0,9416450989972899;0,722700560300859;75083355,43152928;4308332,545666355;62557,26955157333;182,50446774193733;566,15;665,9261655874769;2000000,0;1753909,0628184502;0,9416450989972899;0,722700560300859;75083355,43152928;4308332,545666355;62557,26955157333;182,50446774193733;566,15;665,9261655874769;2000000,0;1753909,0628184502;0,9416450989972899;0,722700560300859;75083355,43152928;4308332,545666355;62557,26955157333;182,50446774193733;566,15;665,9261655874769;2000000,0;1753909,0628184502;0,9416450989972899;0,722700560300859;75083355,43152928;4308332,545666355;62557,26955157333
1907-03-27 11:00:00+01:00;957,0;287,25;273,15;83000,0;21,0;41,39899098441504;48,60100901558496;130,65533138003997;29,255849520093562;0,9769285007964097;0,9934302101526395;1,0;0,7281244610469688;0,8449899512669999;746,3664236132842;566,15;665,6210635263112;2000000,0;1743572,5884235462;0,9430611590692204;0,7113255381238095;306612135,6729844;17154421,371146943;248482,38726781338;181958359,8985501;6,21972019677737;566,15;666,2474514601959;2000000,0;1743572,5884235448;0,9430611590692197;0,711325538123809;2555101,1306082043;142953,51142622455;2070,6865605651114;186,59160590332104;566,15;665,9329781173883;2000000,0;1743572,5884235462;0,9430611590692204;0,7113255381238095;76653033,9182461;4288605,342786736;62120,596816953344;186,59160590332104;566,15;665,9329781173883;2000000,0;1743572,5884235462;0,9430611590692204;0,7113255381238095;76653033,9182461;4288605,342786736;62120,596816953344;186,59160590332104;566,15;665,9329781173883;2000000,0;1743572,5884235462;0,9430611590692204;0,7113255381238095;76653033,9182461;4288605,342786736;62120,596816953344;186,59160590332104;566,15;665,9329781173883;2000000,0;1743572,5884235462;0,9430611590692204;0,7113255381238095;76653033,9182461;4288605,342786736;62120,596816953344
1907-03-27 12:00:00+01:00;972,0;288,54999999999995;273,15;83000,0;24,0;48,93648484965031;41,06351515034969;149,1313909662888;34,32202070805746;0,9601003378681715;0,9919928244353833;1,0;0,7281244610469688;0,8449899512669999;743,4272149075972;566,15;665,6197965463732;2000000,0;1745459,17220071;0,9423598077907429;0,6990725410612749;305610786,1037047;17296347,262498017;247455,29988572875;181239346,93426806;6,195226790896644;566,15;666,2461636084382;2000000,0;1745459,172200711;0,942359807790743;0,699072541061275;2546756,5508642057;144136,22718748346;2062,1274990477395;185,8568037268993;566,15;665,931700855895;2000000,0;1745459,17220071;0,9423598077907429;0,6990725410612749;76402696,52592617;4324086,815624504;61863,82497143219;185,8568037268993;566,15;665,931700855895;2000000,0;1745459,17220071;0,9423598077907429;0,6990725410612749;76402696,52592617;4324086,815624504;61863,82497143219;185,8568037268993;566,15;665,931700855895;2000000,0;1745459,17220071;0,9423598077907429;0,6990725410612749;76402696,52592617;4324086,815624504;61863,82497143219;185,8568037268993;566,15;665,931700855895;2000000,0;1745459,17220071;0,9423598077907429;0,6990725410612749;76402696,52592617;4324086,815624504;61863,82497143219
1907-03-27 13:00:00+01:00;973,0;289,84999999999997;273,15;83000,0;27,0;52,83862217309287;37,16137782690713;172,19640683705154;36,760256884883454;0,9499382050640368;0,9912387212491036;1,0;0,7281244610469688;0,8449899512669999;734,9537395660384;566,15;665,6162327264349;2000000,0;1750835,4360707668;0,9412561291186589;0,6916732435901765;302457051,09774846;17438051,764929753;246440,92818803736;179166775,88643023;6,124614496383652;566,15;666,2425410891304;2000000,0;1750835,4360707675;0,9412561291186589;0,6916732435901769;2520475,425814571;145317,09804108128;2053,6744015669788;183,7384348915096;566,15;665,9281081203552;2000000,0;1750835,4360707668;0,9412561291186589;0,6916732435901765;75614262,77443711;4359512,941232438;61610,23204700934;183,7384348915096;566,15;665,9281081203552;2000000,0;1750835,4360707668;0,9412561291186589;0,6916732435901765;75614262,77443711;4359512,941232438;61610,23204700934;183,7384348915096;566,15;665,9281081203552;2000000,0;1750835,4360707668;0,9412561291186589;0,6916732435901765;75614262,77443711;4359512,941232438;61610,23204700934;183,7384348915096;566,15;665,9281081203552;2000000,0;1750835,4360707668;0,9412561291186589;0,6916732435901765;75614262,77443711;4359512,941232438;61610,23204700934
1907-03-27 14:00:00+01:00;949,0;290,95;273,15;83000,0;40,0;51,92918764402737;38,07081235597263;196,8346607479939;36,17181964362016;0,952528066563673;0,9914249676968212;1,0;0,7281244610469688;0,8449899512669999;716,2289176525667;566,15;665,6093556607079;2000000,0;1762498,636689538;0,937650445951411;0,693558985098785;295856493,2169625;18118768,066650297;245616,89711478958;174589198,71712986;5,968574313771386;566,15;666,2355507929428;2000000,0;1762498,6366895384;0,9376504459514118;0,6935589850987856;2465470,77680802;150989,73388875247;2046,8074759565802;179,05722941314167;566,15;665,9211752766689;2000000,0;1762498,636689538;0,937650445951411;0,693558985098785;73964123,30424063;4529692,016662574;61404,224278697395;179,05722941314167;566,15;665,9211752766689;2000000,0;1762498,636689538;0,937650445951411;0,693558985098785;73964123,30424063;4529692,016662574;61404,224278697395;179,05722941314167;566,15;665,9211752766689;2000000,0;1762498,636689538;0,937650445951411;0,693558985098785;73964123,30424063;4529692,016662574;61404,224278697395;179,05722941314167;566,15;665,9211752766689;2000000,0;1762498,636689538;0,937650445951411;0,693558985098785;73964123,30424063;4529692,016662574;61404,224278697395
1907-03-27 15:00:00+01:00;938,0;291,95;273,15;83000,0;41,0;46,51810147116758;43,48189852883242;218,35503427730703;32,65740903845308;0,9662259779738444;0,9924828099062997;1,0;0,7281244610469688;0,8449899512669999;718,9222086728618;566,15;665,6107000640002;2000000,0;1760824,6332093452;0,937779220223741;0,7035327694617858;296948955,05804217;18163742,884399727;244855,06618290622;175248240,7722345;5,991018405607182;566,15;666,2369173274957;2000000,0;1760824,6332093456;0,9377792202237407;0,7035327694617858;2474574,6254836842;151364,52403666437;2040,4588848575518;179,73055216821544;566,15;665,922530581952;2000000,0;1760824,6332093452;0,937779220223741;0,7035327694617858;74237238,76451054;4540935,721099932;61213,766545726554;179,73055216821544;566,15;665,922530581952;2000000,0;1760824,6332093452;0,937779220223741;0,7035327694617858;74237238,76451054;4540935,721099932;61213,766545726554;179,73055216821544;566,15;665,922530581952;2000000,0;1760824,6332093452;0,937779220223741;0,7035327694617858;74237238,76451054;4540935,721099932;61213,766545726554;179,73055216821544;566,15;665,922530581952;2000000,0;1760824,6332093452;0,937779220223741;0,7035327694617858;74237238,76451054;4540935,721099932;61213,766545726554
1907-03-27 16:00:00+01:00;891,0;292,75;273,15;83000,0;32,0;38,03791328254094;51,96208671745906;235,14453403431781;26,751492458588277;0,9834174527056662;0,9940880191011587;1,0;0,7281244610469688;0,8449899512669999;695,929570994353;566,15;665,616695719592;2000000,0;1774841,364329962;0,9375253325320819;0,7160503027354959;287552875,5700956;17670387,420058403;244262,4168872324;169654317,53752503;5,7994130916196065;566,15;666,2430117073852;2000000,0;1774841,3643299623;0,9375253325320825;0,7160503027354962;2396273,9630841296;147253,2285004867;2035,5201407269371;173,98239274858824;566,15;665,928574869675;2000000,0;1774841,364329962;0,9375253325320819;0,7160503027354959;71888218,8925239;4417596,855014601;61065,6042218081;173,98239274858824;566,15;665,928574869675;2000000,0;1774841,364329962;0,9375253325320819;0,7160503027354959;71888218,8925239;4417596,855014601;61065,6042218081;173,98239274858824;566,15;665,928574869675;2000000,0;1774841,364329962;0,9375253325320819;0,7160503027354959;71888218,8925239;4417596,855014601;61065,6042218081;173,98239274858824;566,15;665,928574869675;2000000,0;1774841,364329962;0,9375253325320819;0,7160503027354959;71888218,8925239;4417596,855014601;61065,6042218081
1907-03-27 17:00:00+01:00;805,0;293,15;273,15;83000,0;21,0;27,80707544398618;62,19292455601382;248,2464183801185;19,136394651859597;0,9970717272798382;0,9959303339568809;1,0;0,7281244610469688;0,8449899512669999;636,4728541380267;566,15;665,618018858544;2000000,0;1809234,1278246932;0,9342587825338251;0,7259923140508026;263893383,92939892;17067966,274287768;244008,7912085095;155162103,67724547;5,303940451150222;566,15;666,2443566386494;2000000,0;1809234,1278246937;0,9342587825338254;0,7259923140508024;2199111,5327449916;142233,05228573142;2033,4065934042462;159,11821353450668;566,15;665,9299087436298;2000000,0;1809234,1278246932;0,9342587825338251;0,7259923140508026;65973345,98234973;4266991,568571942;61002,197802127375;159,11821353450668;566,15;665,9299087436298;2000000,0;1809234,1278246932;0,9342587825338251;0,7259923140508026;65973345,98234973;4266991,568571942;61002,197802127375;159,11821353450668;566,15;665,9299087436298;2000000,0;1809234,1278246932;0,9342587825338251;0,7259923140508026;65973345,98234973;4266991,568571942;61002,197802127375;159,11821353450668;566,15;665,9299087436298;2000000,0;1809234,1278246932;0,9342587825338251;0,7259923140508026;65973345,98234973;4266991,568571942;61002,197802127375
1907-03-27 18:00:00+01:00;612,0;292,15;273,15;83000,0;33,0;16,663529141215562;73,33647085878444;259,10765184033085;10,429689404692656;0,9965744030233299;0,9978411539903399;0,8075736664251747;0,7281244610469688;0,8449899512669999;373,3817447949163;566,15;665,4388562527427;2000000,0;1928649,433582466;0,8893376918495303;0,7256302000945667;162248978,27987972;17690617,696397062;245152,12683994079;90850163,79503554;3,111514539957635;566,15;666,0622613880189;2000000,0;1928649,433582467;0,8893376918495307;0,7256302000945667;1352074,818998997;147421,8141366422;2042,9343903328395;93,34543619872908;566,15;665,7493014704487;2000000,0;1928649,433582466;0,8893376918495303;0,7256302000945667;40562244,56996993;4422654,424099266;61288,031709985196;93,34543619872908;566,15;665,7493014704487;2000000,0;1928649,433582466;0,8893376918495303;0,7256302000945667;40562244,56996993;4422654,424099266;61288,031709985196;93,34543619872908;566,15;665,7493014704487;2000000,0;1928649,433582466;0,8893376918495303;0,7256302000945667;40562244,56996993;4422654,424099266;61288,031709985196;93,34543619872908;566,15;665,7493014704487;2000000,0;1928649,433582466;0,8893376918495303;0,7256302000945667;40562244,56996993;4422654,424099266;61288,031709985196
1907-03-27 19:00:00+01:00;131,0;290,15;273,15;83000,0;13,0;5,1185029293090105;84,88149707069098;268,86392607929895;1,131543015529348;0,9990692735558646;0,9997683440337225;0,2512580936083575;0,7281244610469688;0,8449899512669999;120,0;566,15;527,6359043796396;2000000,0;1991710,5434436526;0,22975727517353825;0,7274467763564508;10853344,782608002;8309825,265962753;191344,94924644328;-10415862,439008966;1,0;566,15;528,2532915664345;2000000,0;1991710,543443653;0,2297572751735382;0,7274467763564506;90444,53985506669;69248,54388302297;1594,54124372036;30,0;566,15;527,9444828571756;2000000,0;1991710,5434436526;0,22975727517353825;0,7274467763564508;2713336,1956520006;2077456,3164906884;47836,23731161082;30,0;566,15;527,9444828571756;2000000,0;1991710,5434436526;0,22975727517353825;0,7274467763564508;2713336,1956520006;2077456,3164906884;47836,23731161082;30,0;566,15;527,9444828571756;2000000,0;1991710,5434436526;0,22975727517353825;0,7274467763564508;2713336,1956520006;2077456,3164906884;47836,23731161082;30,0;566,15;527,9444828571756;2000000,0;1991710,5434436526;0,22975727517353825;0,7274467763564508;2713336,1956520006;2077456,3164906884;47836,23731161082
1907-03-27 20:00:00+01:00;0,0;288,25;273,15;83000,0;1,0;-6,4668357392461555;96,46683573924615;278,3935770091579;8,339788833505365;0,9963312597555218;0,9982806932769821;0,0;0,7281244610469688;0,8449899512669999;120,0;566,15;497,4891019922089;2000000,0;1991514,9709879304;0,0;0,7254531615337366;0,0;6937953,075401831;180952,3461289883;-18227835,687763724;1,0;566,15;498,08117048578026;2000000,0;1991514,9709879302;0,0;0,7254531615337367;0,0;57816,275628348594;1507,9362177415696;30,0;566,15;497,78514265372735;2000000,0;1991514,9709879304;0,0;0,7254531615337366;0,0;1734488,2688504579;45238,08653224708;30,0;566,15;497,78514265372735;2000000,0;1991514,9709879304;0,0;0,7254531615337366;0,0;1734488,2688504579;45238,08653224708;30,0;566,15;497,78514265372735;2000000,0;1991514,9709879304;0,0;0,7254531615337366;0,0;1734488,2688504579;45238,08653224708;30,0;566,15;497,78514265372735;2000000,0;1991514,9709879304;0,0;0,7254531615337366;0,0;1734488,2688504579;45238,08653224708
1907-03-27 21:00:00+01:00;0,0;285,95;273,15;83000,0;9,0;-17,75864842933183;107,75864842933183;288,4961908284156;17,585278758126673;0,998869839286066;0,9962828503233818;0,0;0,7281244610469688;0,8449899512669999;120,0;566,15;496,94297014792664;2000000,0;1991511,2416642685;0,0;0,727301563386239;0,0;7105350,134909291;182502,78449157334;-18366577,265109967;1,0;566,15;497,5350971376384;2000000,0;1991511,2416642685;0,0;0,7273015633862392;0,0;59211,25112424407;1520,8565374297784;30,0;566,15;497,2390430859482;2000000,0;1991511,2416642685;0,0;0,727301563386239;0,0;1776337,5337273227;45625,696122893336;30,0;566,15;497,2390430859482;2000000,0;1991511,2416642685;0,0;0,727301563386239;0,0;1776337,5337273227;45625,696122893336;30,0;566,15;497,2390430859482;2000000,0;1991511,2416642685;0,0;0,727301563386239;0,0;1776337,5337273227;45625,696122893336;30,0;566,15;497,2390430859482;2000000,0;1991511,2416642685;0,0;0,727301563386239;0,0;1776337,5337273227;45625,696122893336
1907-03-27 22:00:00+01:00;0,0;283,25;273,15;83000,0;14,0;-28,34612296010953;118,34612296010953;300,05683671174376;26,155163674653956;0,984804025946874;0,9942403099432512;0,0;0,7281244610469688;0,8449899512669999;120,0;566,15;496,5373057079277;2000000,0;1991508,4949457617;0,0;0,7170599006294524;0,0;7229484,571351228;184426,73257126188;-18469569,679665633;1,0;566,15;497,1294906402743;2000000,0;1991508,494945761;0,0;0,7170599006294527;0,0;60245,70476126025;1536,8894380938484;30,0;566,15;496,8334098782447;2000000,0;1991508,4949457617;0,0;0,7170599006294524;0,0;1807371,142837807;46106,68314281547;30,0;566,15;496,8334098782447;2000000,0;1991508,4949457617;0,0;0,7170599006294524;0,0;1807371,142837807;46106,68314281547;30,0;566,15;496,8334098782447;2000000,0;1991508,4949457617;0,0;0,7170599006294524;0,0;1807371,142837807;46106,68314281547;30,0;566,15;496,8334098782447;2000000,0;1991508,4949457617;0,0;0,7170599006294524;0,0;1807371,142837807;46106,68314281547
