;Date;DNI;Wspd;Wdir;DryBulb;Pressure;pr;tout;pout
42;17/02/2019 18:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
43;17/02/2019 19:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
44;17/02/2019 20:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
45;17/02/2019 21:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
46;17/02/2019 22:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
47;17/02/2019 23:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
48;17/03/2019 0:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
49;17/03/2019 1:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
50;17/03/2019 2:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
51;17/03/2019 3:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
52;17/03/2019 4:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
53;17/03/2019 5:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
54;17/03/2019 6:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
55;17/03/2019 7:00;800;3;0;288;101000;0,8432036683080476;582,084092602471;1831385,1943631985
56;17/03/2019 8:00;800;3;0;288;101000;0,92191275837417;657,985457908743;1824888,8415488855
57;17/03/2019 9:00;800;3;0;288;101000;0,9311892840282736;671,8836877717474;1823685,6477015987
58;17/03/2019 10:00;800;3;0;288;101000;0,9329429758441862;670,0946401745841;1823806,3449164561
59;17/03/2019 11:00;800;3;0;288;101000;0,9334708957945325;667,9841391993251;1823959,7526450106
60;17/03/2019 12:00;800;3;0;288;101000;0,9335332061645069;666,5932902254489;1824068,6562465236
61;17/03/2019 13:00;800;3;0;288;101000;0,933531611777363;666,8720891499088;1824046,3848839144
62;17/03/2019 14:00;800;3;0;288;101000;0,9333860478908932;668,6139731200485;1823912,361763389
63;17/03/2019 15:00;800;3;0;288;101000;0,9325819465959837;670,715082861618;1823764,4672585174
64;17/03/2019 16:00;800;3;0;288;101000;0,9301826741411051;672,2796022283529;1823659,0746082687
65;17/03/2019 17:00;800;3;0;288;101000;0,9102199499418154;637,4365026884578;1827024,4315188448
66;17/03/2019 18:00;800;3;0;288;101000;0,7512738382610021;559,4970280922098;1831768,3544083934
67;17/03/2019 19:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
68;17/03/2019 20:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
69;17/03/2019 21:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
70;17/03/2019 22:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
71;17/03/2019 23:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559
