date;qabs;Wspd;Wdir;DryBulb;Pressure
17/06/2019 12:00;98000;3;0;288;101000
17/06/2019 12:00;99000;3;0;288;101000
17/06/2019 12:00;100000;3;0;288;101000
17/06/2019 12:00;101000;3;0;288;101000
17/06/2019 12:00;102000;3;0;288;101000
17/06/2019 12:00;103000;3;0;288;101000
17/06/2019 12:00;104000;3;0;288;101000
17/06/2019 12:00;105000;3;0;288;101000
17/06/2019 12:00;106000;3;0;288;101000
17/06/2019 12:00;107000;3;0;288;101000
17/06/2019 12:00;108000;3;0;288;101000
17/06/2019 12:00;109000;3;0;288;101000
17/06/2019 12:00;110000;3;0;288;101000
17/06/2019 12:00;111000;3;0;288;101000
17/06/2019 12:00;112000;3;0;288;101000
17/06/2019 12:00;113000;3;0;288;101000
17/06/2019 12:00;114000;3;0;288;101000
17/06/2019 12:00;115000;3;0;288;101000
17/06/2019 12:00;116000;3;0;288;101000
17/06/2019 12:00;117000;3;0;288;101000
17/06/2019 12:00;118000;3;0;288;101000
17/06/2019 12:00;119000;3;0;288;101000
17/06/2019 12:00;120000;3;0;288;101000
17/06/2019 12:00;121000;3;0;288;101000
17/06/2019 12:00;122000;3;0;288;101000
17/06/2019 12:00;123000;3;0;288;101000
17/06/2019 12:00;124000;3;0;288;101000
17/06/2019 12:00;125000;3;0;288;101000
17/06/2019 12:00;126000;3;0;288;101000
17/06/2019 12:00;127000;3;0;288;101000
17/06/2019 12:00;128000;3;0;288;101000
17/06/2019 12:00;129000;3;0;288;101000
17/06/2019 12:00;130000;3;0;288;101000
17/06/2019 12:00;131000;3;0;288;101000
17/06/2019 12:00;132000;3;0;288;101000
17/06/2019 12:00;133000;3;0;288;101000
17/06/2019 12:00;134000;3;0;288;101000
17/06/2019 12:00;135000;3;0;288;101000
17/06/2019 12:00;136000;3;0;288;101000
17/06/2019 12:00;137000;3;0;288;101000
17/06/2019 12:00;138000;3;0;288;101000
17/06/2019 12:00;139000;3;0;288;101000
17/06/2019 12:00;140000;3;0;288;101000
17/06/2019 12:00;141000;3;0;288;101000
17/06/2019 12:00;142000;3;0;288;101000
17/06/2019 12:00;143000;3;0;288;101000
17/06/2019 12:00;144000;3;0;288;101000
17/06/2019 12:00;145000;3;0;288;101000
17/06/2019 12:00;146000;3;0;288;101000
17/06/2019 12:00;147000;3;0;288;101000
17/06/2019 12:00;148000;3;0;288;101000
17/06/2019 12:00;149000;3;0;288;101000
17/06/2019 12:00;150000;3;0;288;101000
17/06/2019 12:00;151000;3;0;288;101000
17/06/2019 12:00;152000;3;0;288;101000
17/06/2019 12:00;153000;3;0;288;101000
17/06/2019 12:00;154000;3;0;288;101000
17/06/2019 12:00;155000;3;0;288;101000
17/06/2019 12:00;156000;3;0;288;101000
17/06/2019 12:00;157000;3;0;288;101000
17/06/2019 12:00;158000;3;0;288;101000
17/06/2019 12:00;159000;3;0;288;101000
17/06/2019 12:00;160000;3;0;288;101000
17/06/2019 12:00;161000;3;0;288;101000
17/06/2019 12:00;162000;3;0;288;101000
17/06/2019 12:00;163000;3;0;288;101000
17/06/2019 12:00;164000;3;0;288;101000
17/06/2019 12:00;165000;3;0;288;101000
17/06/2019 12:00;166000;3;0;288;101000
17/06/2019 12:00;167000;3;0;288;101000
17/06/2019 12:00;168000;3;0;288;101000
17/06/2019 12:00;169000;3;0;288;101000
17/06/2019 12:00;170000;3;0;288;101000
17/06/2019 12:00;171000;3;0;288;101000
17/06/2019 12:00;172000;3;0;288;101000
17/06/2019 12:00;173000;3;0;288;101000
17/06/2019 12:00;174000;3;0;288;101000
17/06/2019 12:00;175000;3;0;288;101000
17/06/2019 12:00;176000;3;0;288;101000
17/06/2019 12:00;177000;3;0;288;101000
17/06/2019 12:00;178000;3;0;288;101000
17/06/2019 12:00;179000;3;0;288;101000
17/06/2019 12:00;180000;3;0;288;101000
17/06/2019 12:00;181000;3;0;288;101000
17/06/2019 12:00;182000;3;0;288;101000
17/06/2019 12:00;183000;3;0;288;101000
17/06/2019 12:00;184000;3;0;288;101000
17/06/2019 12:00;185000;3;0;288;101000
17/06/2019 12:00;186000;3;0;288;101000
17/06/2019 12:00;187000;3;0;288;101000
17/06/2019 12:00;188000;3;0;288;101000
17/06/2019 12:00;189000;3;0;288;101000
17/06/2019 12:00;190000;3;0;288;101000
17/06/2019 12:00;191000;3;0;288;101000
17/06/2019 12:00;192000;3;0;288;101000
17/06/2019 12:00;193000;3;0;288;101000
17/06/2019 12:00;194000;3;0;288;101000
17/06/2019 12:00;195000;3;0;288;101000
17/06/2019 12:00;196000;3;0;288;101000
17/06/2019 12:00;197000;3;0;288;101000
17/06/2019 12:00;198000;3;0;288;101000
17/06/2019 12:00;199000;3;0;288;101000
17/06/2019 12:00;200000;3;0;288;101000
17/06/2019 12:00;201000;3;0;288;101000
17/06/2019 12:00;202000;3;0;288;101000
17/06/2019 12:00;203000;3;0;288;101000
17/06/2019 12:00;204000;3;0;288;101000
17/06/2019 12:00;205000;3;0;288;101000
17/06/2019 12:00;206000;3;0;288;101000
17/06/2019 12:00;207000;3;0;288;101000
17/06/2019 12:00;208000;3;0;288;101000
17/06/2019 12:00;209000;3;0;288;101000
17/06/2019 12:00;210000;3;0;288;101000
17/06/2019 12:00;211000;3;0;288;101000
17/06/2019 12:00;212000;3;0;288;101000
17/06/2019 12:00;213000;3;0;288;101000
17/06/2019 12:00;214000;3;0;288;101000
17/06/2019 12:00;215000;3;0;288;101000
17/06/2019 12:00;216000;3;0;288;101000
17/06/2019 12:00;217000;3;0;288;101000
17/06/2019 12:00;218000;3;0;288;101000
17/06/2019 12:00;219000;3;0;288;101000
17/06/2019 12:00;220000;3;0;288;101000
17/06/2019 12:00;221000;3;0;288;101000
17/06/2019 12:00;222000;3;0;288;101000
17/06/2019 12:00;223000;3;0;288;101000
17/06/2019 12:00;224000;3;0;288;101000
17/06/2019 12:00;225000;3;0;288;101000
17/06/2019 12:00;226000;3;0;288;101000
17/06/2019 12:00;227000;3;0;288;101000
17/06/2019 12:00;228000;3;0;288;101000
17/06/2019 12:00;229000;3;0;288;101000
17/06/2019 12:00;230000;3;0;288;101000
17/06/2019 12:00;231000;3;0;288;101000
17/06/2019 12:00;232000;3;0;288;101000
17/06/2019 12:00;233000;3;0;288;101000
17/06/2019 12:00;234000;3;0;288;101000
17/06/2019 12:00;235000;3;0;288;101000
17/06/2019 12:00;236000;3;0;288;101000
17/06/2019 12:00;237000;3;0;288;101000
17/06/2019 12:00;238000;3;0;288;101000
17/06/2019 12:00;239000;3;0;288;101000
17/06/2019 12:00;240000;3;0;288;101000
17/06/2019 12:00;241000;3;0;288;101000
17/06/2019 12:00;242000;3;0;288;101000
17/06/2019 12:00;243000;3;0;288;101000
17/06/2019 12:00;244000;3;0;288;101000
17/06/2019 12:00;245000;3;0;288;101000
17/06/2019 12:00;246000;3;0;288;101000
17/06/2019 12:00;247000;3;0;288;101000
17/06/2019 12:00;248000;3;0;288;101000
17/06/2019 12:00;249000;3;0;288;101000
17/06/2019 12:00;250000;3;0;288;101000
17/06/2019 12:00;251000;3;0;288;101000
17/06/2019 12:00;252000;3;0;288;101000
17/06/2019 12:00;253000;3;0;288;101000
17/06/2019 12:00;254000;3;0;288;101000
17/06/2019 12:00;255000;3;0;288;101000
17/06/2019 12:00;256000;3;0;288;101000
17/06/2019 12:00;257000;3;0;288;101000
17/06/2019 12:00;258000;3;0;288;101000
17/06/2019 12:00;259000;3;0;288;101000
17/06/2019 12:00;260000;3;0;288;101000
17/06/2019 12:00;261000;3;0;288;101000
17/06/2019 12:00;262000;3;0;288;101000
17/06/2019 12:00;263000;3;0;288;101000
17/06/2019 12:00;264000;3;0;288;101000
17/06/2019 12:00;265000;3;0;288;101000
17/06/2019 12:00;266000;3;0;288;101000
17/06/2019 12:00;267000;3;0;288;101000
17/06/2019 12:00;268000;3;0;288;101000
17/06/2019 12:00;269000;3;0;288;101000
17/06/2019 12:00;270000;3;0;288;101000
17/06/2019 12:00;271000;3;0;288;101000
17/06/2019 12:00;272000;3;0;288;101000
17/06/2019 12:00;273000;3;0;288;101000
17/06/2019 12:00;274000;3;0;288;101000
17/06/2019 12:00;275000;3;0;288;101000
17/06/2019 12:00;276000;3;0;288;101000
17/06/2019 12:00;277000;3;0;288;101000
17/06/2019 12:00;278000;3;0;288;101000
17/06/2019 12:00;279000;3;0;288;101000
17/06/2019 12:00;280000;3;0;288;101000
17/06/2019 12:00;281000;3;0;288;101000
17/06/2019 12:00;282000;3;0;288;101000
17/06/2019 12:00;283000;3;0;288;101000
17/06/2019 12:00;284000;3;0;288;101000
17/06/2019 12:00;285000;3;0;288;101000
17/06/2019 12:00;286000;3;0;288;101000
17/06/2019 12:00;287000;3;0;288;101000
17/06/2019 12:00;288000;3;0;288;101000
17/06/2019 12:00;289000;3;0;288;101000
17/06/2019 12:00;290000;3;0;288;101000
17/06/2019 12:00;291000;3;0;288;101000
17/06/2019 12:00;292000;3;0;288;101000
17/06/2019 12:00;293000;3;0;288;101000
17/06/2019 12:00;294000;3;0;288;101000
17/06/2019 12:00;295000;3;0;288;101000
17/06/2019 12:00;296000;3;0;288;101000
17/06/2019 12:00;297000;3;0;288;101000
17/06/2019 12:00;298000;3;0;288;101000
17/06/2019 12:00;299000;3;0;288;101000
17/06/2019 12:00;300000;3;0;288;101000
17/06/2019 12:00;301000;3;0;288;101000
17/06/2019 12:00;302000;3;0;288;101000
17/06/2019 12:00;303000;3;0;288;101000
17/06/2019 12:00;304000;3;0;288;101000
17/06/2019 12:00;305000;3;0;288;101000
17/06/2019 12:00;306000;3;0;288;101000
17/06/2019 12:00;307000;3;0;288;101000
17/06/2019 12:00;308000;3;0;288;101000
17/06/2019 12:00;309000;3;0;288;101000
17/06/2019 12:00;310000;3;0;288;101000
17/06/2019 12:00;311000;3;0;288;101000
17/06/2019 12:00;312000;3;0;288;101000
17/06/2019 12:00;313000;3;0;288;101000
17/06/2019 12:00;314000;3;0;288;101000
17/06/2019 12:00;315000;3;0;288;101000
17/06/2019 12:00;316000;3;0;288;101000
17/06/2019 12:00;317000;3;0;288;101000
17/06/2019 12:00;318000;3;0;288;101000
17/06/2019 12:00;319000;3;0;288;101000
17/06/2019 12:00;320000;3;0;288;101000
17/06/2019 12:00;321000;3;0;288;101000
17/06/2019 12:00;322000;3;0;288;101000
17/06/2019 12:00;323000;3;0;288;101000
17/06/2019 12:00;324000;3;0;288;101000
17/06/2019 12:00;325000;3;0;288;101000
17/06/2019 12:00;326000;3;0;288;101000
17/06/2019 12:00;327000;3;0;288;101000
17/06/2019 12:00;328000;3;0;288;101000
17/06/2019 12:00;329000;3;0;288;101000
17/06/2019 12:00;330000;3;0;288;101000
17/06/2019 12:00;331000;3;0;288;101000
17/06/2019 12:00;332000;3;0;288;101000
17/06/2019 12:00;333000;3;0;288;101000
17/06/2019 12:00;334000;3;0;288;101000
17/06/2019 12:00;335000;3;0;288;101000
17/06/2019 12:00;336000;3;0;288;101000
17/06/2019 12:00;337000;3;0;288;101000
17/06/2019 12:00;338000;3;0;288;101000
17/06/2019 12:00;339000;3;0;288;101000
17/06/2019 12:00;340000;3;0;288;101000
17/06/2019 12:00;341000;3;0;288;101000
17/06/2019 12:00;342000;3;0;288;101000
17/06/2019 12:00;343000;3;0;288;101000
17/06/2019 12:00;344000;3;0;288;101000
17/06/2019 12:00;345000;3;0;288;101000
17/06/2019 12:00;346000;3;0;288;101000
17/06/2019 12:00;347000;3;0;288;101000
17/06/2019 12:00;348000;3;0;288;101000
17/06/2019 12:00;349000;3;0;288;101000
17/06/2019 12:00;350000;3;0;288;101000
17/06/2019 12:00;351000;3;0;288;101000
17/06/2019 12:00;352000;3;0;288;101000
17/06/2019 12:00;353000;3;0;288;101000
17/06/2019 12:00;354000;3;0;288;101000
17/06/2019 12:00;355000;3;0;288;101000
17/06/2019 12:00;356000;3;0;288;101000
17/06/2019 12:00;357000;3;0;288;101000
17/06/2019 12:00;358000;3;0;288;101000
17/06/2019 12:00;359000;3;0;288;101000
17/06/2019 12:00;360000;3;0;288;101000
17/06/2019 12:00;361000;3;0;288;101000
17/06/2019 12:00;362000;3;0;288;101000
17/06/2019 12:00;363000;3;0;288;101000
17/06/2019 12:00;364000;3;0;288;101000
17/06/2019 12:00;365000;3;0;288;101000
17/06/2019 12:00;366000;3;0;288;101000
17/06/2019 12:00;367000;3;0;288;101000
17/06/2019 12:00;368000;3;0;288;101000
17/06/2019 12:00;369000;3;0;288;101000
17/06/2019 12:00;370000;3;0;288;101000
17/06/2019 12:00;371000;3;0;288;101000
17/06/2019 12:00;372000;3;0;288;101000
17/06/2019 12:00;373000;3;0;288;101000
17/06/2019 12:00;374000;3;0;288;101000
17/06/2019 12:00;375000;3;0;288;101000
17/06/2019 12:00;376000;3;0;288;101000
17/06/2019 12:00;377000;3;0;288;101000
17/06/2019 12:00;378000;3;0;288;101000
17/06/2019 12:00;379000;3;0;288;101000
17/06/2019 12:00;380000;3;0;288;101000
17/06/2019 12:00;381000;3;0;288;101000
17/06/2019 12:00;382000;3;0;288;101000
17/06/2019 12:00;383000;3;0;288;101000
17/06/2019 12:00;384000;3;0;288;101000
17/06/2019 12:00;385000;3;0;288;101000
17/06/2019 12:00;386000;3;0;288;101000
17/06/2019 12:00;387000;3;0;288;101000
17/06/2019 12:00;388000;3;0;288;101000
17/06/2019 12:00;389000;3;0;288;101000
17/06/2019 12:00;390000;3;0;288;101000
17/06/2019 12:00;391000;3;0;288;101000
17/06/2019 12:00;392000;3;0;288;101000
17/06/2019 12:00;393000;3;0;288;101000
17/06/2019 12:00;394000;3;0;288;101000
17/06/2019 12:00;395000;3;0;288;101000
17/06/2019 12:00;396000;3;0;288;101000
17/06/2019 12:00;397000;3;0;288;101000
17/06/2019 12:00;398000;3;0;288;101000
17/06/2019 12:00;399000;3;0;288;101000
17/06/2019 12:00;400000;3;0;288;101000
17/06/2019 12:00;401000;3;0;288;101000
17/06/2019 12:00;402000;3;0;288;101000
17/06/2019 12:00;403000;3;0;288;101000
17/06/2019 12:00;404000;3;0;288;101000
17/06/2019 12:00;405000;3;0;288;101000
17/06/2019 12:00;406000;3;0;288;101000
17/06/2019 12:00;407000;3;0;288;101000
17/06/2019 12:00;408000;3;0;288;101000
17/06/2019 12:00;409000;3;0;288;101000
17/06/2019 12:00;410000;3;0;288;101000
17/06/2019 12:00;411000;3;0;288;101000
17/06/2019 12:00;412000;3;0;288;101000
17/06/2019 12:00;413000;3;0;288;101000
17/06/2019 12:00;414000;3;0;288;101000
17/06/2019 12:00;415000;3;0;288;101000
17/06/2019 12:00;416000;3;0;288;101000
17/06/2019 12:00;417000;3;0;288;101000
17/06/2019 12:00;418000;3;0;288;101000
17/06/2019 12:00;419000;3;0;288;101000
17/06/2019 12:00;420000;3;0;288;101000
17/06/2019 12:00;421000;3;0;288;101000
17/06/2019 12:00;422000;3;0;288;101000
17/06/2019 12:00;423000;3;0;288;101000
17/06/2019 12:00;424000;3;0;288;101000
17/06/2019 12:00;425000;3;0;288;101000
17/06/2019 12:00;426000;3;0;288;101000
17/06/2019 12:00;427000;3;0;288;101000
17/06/2019 12:00;428000;3;0;288;101000
17/06/2019 12:00;429000;3;0;288;101000
17/06/2019 12:00;430000;3;0;288;101000
17/06/2019 12:00;431000;3;0;288;101000
17/06/2019 12:00;432000;3;0;288;101000
17/06/2019 12:00;433000;3;0;288;101000
17/06/2019 12:00;434000;3;0;288;101000
17/06/2019 12:00;435000;3;0;288;101000
17/06/2019 12:00;436000;3;0;288;101000
17/06/2019 12:00;437000;3;0;288;101000
17/06/2019 12:00;438000;3;0;288;101000
17/06/2019 12:00;439000;3;0;288;101000
17/06/2019 12:00;440000;3;0;288;101000
17/06/2019 12:00;441000;3;0;288;101000
17/06/2019 12:00;442000;3;0;288;101000
17/06/2019 12:00;443000;3;0;288;101000
17/06/2019 12:00;444000;3;0;288;101000
17/06/2019 12:00;445000;3;0;288;101000
17/06/2019 12:00;446000;3;0;288;101000
17/06/2019 12:00;447000;3;0;288;101000
17/06/2019 12:00;448000;3;0;288;101000
17/06/2019 12:00;449000;3;0;288;101000
17/06/2019 12:00;450000;3;0;288;101000
17/06/2019 12:00;451000;3;0;288;101000
17/06/2019 12:00;452000;3;0;288;101000
17/06/2019 12:00;453000;3;0;288;101000
17/06/2019 12:00;454000;3;0;288;101000
17/06/2019 12:00;455000;3;0;288;101000
17/06/2019 12:00;456000;3;0;288;101000
17/06/2019 12:00;457000;3;0;288;101000
17/06/2019 12:00;458000;3;0;288;101000
17/06/2019 12:00;459000;3;0;288;101000
17/06/2019 12:00;460000;3;0;288;101000
17/06/2019 12:00;461000;3;0;288;101000
17/06/2019 12:00;462000;3;0;288;101000
17/06/2019 12:00;463000;3;0;288;101000
17/06/2019 12:00;464000;3;0;288;101000
17/06/2019 12:00;465000;3;0;288;101000
17/06/2019 12:00;466000;3;0;288;101000
17/06/2019 12:00;467000;3;0;288;101000
17/06/2019 12:00;468000;3;0;288;101000
17/06/2019 12:00;469000;3;0;288;101000
17/06/2019 12:00;470000;3;0;288;101000
17/06/2019 12:00;471000;3;0;288;101000
17/06/2019 12:00;472000;3;0;288;101000
17/06/2019 12:00;473000;3;0;288;101000
17/06/2019 12:00;474000;3;0;288;101000
17/06/2019 12:00;475000;3;0;288;101000
17/06/2019 12:00;476000;3;0;288;101000
17/06/2019 12:00;477000;3;0;288;101000
17/06/2019 12:00;478000;3;0;288;101000
17/06/2019 12:00;479000;3;0;288;101000
17/06/2019 12:00;480000;3;0;288;101000
17/06/2019 12:00;481000;3;0;288;101000
17/06/2019 12:00;482000;3;0;288;101000
17/06/2019 12:00;483000;3;0;288;101000
17/06/2019 12:00;484000;3;0;288;101000
17/06/2019 12:00;485000;3;0;288;101000
17/06/2019 12:00;486000;3;0;288;101000
17/06/2019 12:00;487000;3;0;288;101000
17/06/2019 12:00;488000;3;0;288;101000
17/06/2019 12:00;489000;3;0;288;101000
17/06/2019 12:00;490000;3;0;288;101000
17/06/2019 12:00;491000;3;0;288;101000
17/06/2019 12:00;492000;3;0;288;101000
17/06/2019 12:00;493000;3;0;288;101000
17/06/2019 12:00;494000;3;0;288;101000
17/06/2019 12:00;495000;3;0;288;101000
17/06/2019 12:00;496000;3;0;288;101000
17/06/2019 12:00;497000;3;0;288;101000
17/06/2019 12:00;498000;3;0;288;101000
17/06/2019 12:00;499000;3;0;288;101000
17/06/2019 12:00;500000;3;0;288;101000
