date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
02/01/2007 21:00;0;6,5;999;1;204,000;281,792;270,617;0;0;0;2000000;2000000;;;;
02/01/2007 22:00;0;5,9;999;0,7;204,000;277,587;266,809;0;0;0;2000000;2000000;;;;
02/01/2007 23:00;0;5,4;999;0,4;204,000;273,550;263,145;0;0;0;2000000;2000000;;;;
03/01/2007 0:00;0;5;999;0,2;204,000;269,672;259,616;0;0;0;2000000;2000000;;;;
03/01/2007 1:00;0;4,7;999;0,2;204,000;265,941;256,210;0;0;0;2000000;2000000;;;;
03/01/2007 2:00;0;4,4;999;0,5;204,000;262,346;252,919;0;0;0;2000000;2000000;;;;
03/01/2007 3:00;0;4,3;999;0,3;204,000;258,879;249,743;0;0;0;2000000;2000000;;;;
03/01/2007 4:00;0;4,1;999;0,2;204,000;255,532;246,669;0;0;0;2000000;2000000;;;;
03/01/2007 5:00;0;4;999;0,2;204,000;252,298;243,692;0;0;0;2000000;2000000;;;;
03/01/2007 6:00;0;4;999;0,3;204,000;249,169;240,813;0;0;0;2000000;2000000;;;;
03/01/2007 7:00;0;4;999;0,4;204,000;246,141;238,021;0;0;0;2000000;2000000;;;;
03/01/2007 8:00;112;6;999;0,6;204,000;243,817;251,517;0;0;0;2000000;2000000;;;;
03/01/2007 9:00;680;8,4;999;0,7;407,256;259,611;364,006;0;0;0;2000000;2000000;;;;
03/01/2007 10:00;772;10,5;999;1,5;366,194;287,200;392,403;0;0;0;2000000;2000000;;;;
03/01/2007 11:00;884;12,3;999;1,6;323,560;291,632;392,727;0;0;0;2000000;2000000;;;;
03/01/2007 12:00;806;13,6;999;2,2;263,657;292,607;392,852;0;0;0;2000000;2000000;;;;
03/01/2007 13:00;882;14,3;999;2;367,474;292,890;392,462;0;0;0;2000000;2000000;;;;
03/01/2007 14:00;870;14,5;999;1,5;498,797;292,980;392,652;0;0;0;2000000;2000000;;;;
03/01/2007 15:00;575;13,7;999;1,9;369,521;292,997;392,443;0;0;0;2000000;2000000;;;;
03/01/2007 16:00;289;12,4;999;3,3;204,000;292,999;297,524;0;0;0;2000000;2000000;;;;
03/01/2007 17:00;0;11,6;999;5;204,000;293,000;280,774;0;0;0;2000000;2000000;;;;
03/01/2007 18:00;0;10,8;999;4,5;204,000;296,071;281,350;0;0;0;2000000;2000000;;;;
03/01/2007 19:00;0;10,1;999;2,7;204,000;295,104;282,078;0;0;0;2000000;2000000;;;;
03/01/2007 20:00;0;9,3;999;2,4;204,000;290,907;278,752;0;0;0;2000000;2000000;;;;
03/01/2007 21:00;0;8,5;999;2,7;204,000;286,400;274,771;0;0;0;2000000;2000000;;;;
03/01/2007 22:00;0;7,7;999;2,4;204,000;282,015;270,823;0;0;0;2000000;2000000;;;;
03/01/2007 23:00;0;7;999;2,6;204,000;277,803;267,006;0;0;0;2000000;2000000;;;;
04/01/2007 0:00;0;6,1;999;2,4;204,000;273,759;263,329;0;0;0;2000000;2000000;;;;
04/01/2007 1:00;0;5,1;999;2,4;204,000;269,871;259,783;0;0;0;2000000;2000000;;;;
04/01/2007 2:00;0;4,1;999;3,7;204,000;266,128;256,357;0;0;0;2000000;2000000;;;;
04/01/2007 3:00;0;3,6;999;4,5;204,000;262,519;253,054;0;0;0;2000000;2000000;;;;
04/01/2007 4:00;0;3,1;999;4,7;204,000;259,037;249,863;0;0;0;2000000;2000000;;;;
04/01/2007 5:00;0;2,7;999;3;204,000;255,676;246,779;0;0;0;2000000;2000000;;;;
04/01/2007 6:00;0;2,4;999;2,1;204,000;252,428;243,795;0;0;0;2000000;2000000;;;;
04/01/2007 7:00;0;2,3;999;2;204,000;249,289;240,903;0;0;0;2000000;2000000;;;;
04/01/2007 8:00;112;4;999;2,2;204,000;246,860;254,242;0;0;0;2000000;2000000;;;;
04/01/2007 9:00;680;5,9;999;1,9;411,434;262,624;366,241;0;0;0;2000000;2000000;;;;
04/01/2007 10:00;772;7,7;999;2,4;373,608;288,570;392,359;0;0;0;2000000;2000000;;;;
04/01/2007 11:00;884;9,2;999;2,3;327,686;291,985;392,703;0;0;0;2000000;2000000;;;;
04/01/2007 12:00;806;10,2;999;3,7;265,571;292,713;392,839;0;0;0;2000000;2000000;;;;
04/01/2007 13:00;882;10,8;999;2,4;368,305;292,920;392,457;0;0;0;2000000;2000000;;;;
04/01/2007 14:00;870;10,8;999;2;498,909;292,986;392,652;0;0;0;2000000;2000000;;;;
04/01/2007 15:00;575;10;999;2;373,740;292,998;392,413;0;0;0;2000000;2000000;;;;
04/01/2007 16:00;289;8,8;999;2,2;204,000;292,999;305,348;0;0;0;2000000;2000000;;;;
04/01/2007 17:00;0;8,2;999;2,6;204,000;293,000;282,139;0;0;0;2000000;2000000;;;;
04/01/2007 18:00;0;7,6;999;2,3;204,000;296,803;281,821;0;0;0;2000000;2000000;;;;
04/01/2007 19:00;0;7;999;2,4;204,000;296,324;283,066;0;0;0;2000000;2000000;;;;
04/01/2007 20:00;0;6,4;999;1,6;204,000;292,138;279,812;0;0;0;2000000;2000000;;;;
04/01/2007 21:00;0;5,8;999;1,9;204,000;287,575;275,795;0;0;0;2000000;2000000;;;;
04/01/2007 22:00;0;5,2;999;1,8;204,000;283,129;271,802;0;0;0;2000000;2000000;;;;
04/01/2007 23:00;0;4,6;999;1,6;204,000;278,860;267,940;0;0;0;2000000;2000000;;;;
05/01/2007 0:00;0;4,3;999;3,5;204,000;274,764;264,216;0;0;0;2000000;2000000;;;;
05/01/2007 1:00;0;4;999;4,5;204,000;270,828;260,632;0;0;0;2000000;2000000;;;;
05/01/2007 2:00;0;3,8;999;3,5;204,000;267,041;257,184;0;0;0;2000000;2000000;;;;
05/01/2007 3:00;0;3,7;999;2,7;204,000;263,395;253,858;0;0;0;2000000;2000000;;;;
05/01/2007 4:00;0;3,6;999;4,5;204,000;259,882;250,641;0;0;0;2000000;2000000;;;;
05/01/2007 5:00;0;3,5;999;3,7;204,000;256,493;247,536;0;0;0;2000000;2000000;;;;
05/01/2007 6:00;0;3,4;999;4,7;204,000;253,220;244,529;0;0;0;2000000;2000000;;;;
05/01/2007 7:00;0;3,5;999;3,3;204,000;250,057;241,620;0;0;0;2000000;2000000;;;;
05/01/2007 8:00;2;4,3;999;2,8;204,000;247,008;239,104;0;0;0;2000000;2000000;;;;
05/01/2007 9:00;281;4,9;999;2,4;204,000;247,443;322,605;0;0;0;2000000;2000000;;;;
05/01/2007 10:00;17;6,1;999;2;204,000;263,720;270,668;0;0;0;2000000;2000000;;;;
05/01/2007 11:00;9;6,7;999;1,9;204,000;271,110;261,631;0;0;0;2000000;2000000;;;;
05/01/2007 12:00;137;7,4;999;1,8;204,000;270,792;282,382;0;0;0;2000000;2000000;;;;
05/01/2007 13:00;623;8,3;999;2,4;257,317;279,086;365,180;0;0;0;2000000;2000000;;;;
05/01/2007 14:00;672;9,2;999;2,3;373,781;293,026;392,095;0;0;0;2000000;2000000;;;;
05/01/2007 15:00;731;9,4;999;2,3;492,404;293,005;392,663;0;0;0;2000000;2000000;;;;
05/01/2007 16:00;81;8,7;999;3,3;204,000;293,001;299,956;0;0;0;2000000;2000000;;;;
05/01/2007 17:00;0;8;999;4,2;204,000;293,000;281,165;0;0;0;2000000;2000000;;;;
05/01/2007 18:00;0;7,4;999;4,2;204,000;296,215;281,414;0;0;0;2000000;2000000;;;;
05/01/2007 19:00;0;6,8;999;2,6;204,000;295,336;282,228;0;0;0;2000000;2000000;;;;
05/01/2007 20:00;0;6,1;999;4;204,000;291,129;278,898;0;0;0;2000000;2000000;;;;
05/01/2007 21:00;0;5,5;999;4,2;204,000;286,596;274,899;0;0;0;2000000;2000000;;;;
05/01/2007 22:00;0;4,9;999;3,5;204,000;282,185;270,935;0;0;0;2000000;2000000;;;;
05/01/2007 23:00;0;4,2;999;4;204,000;277,950;267,098;0;0;0;2000000;2000000;;;;
06/01/2007 0:00;0;3,5;999;5;204,000;273,884;263,401;0;0;0;2000000;2000000;;;;
06/01/2007 1:00;0;2,7;999;5,2;204,000;269,976;259,840;0;0;0;2000000;2000000;;;;
06/01/2007 2:00;0;1,8;999;6,2;204,000;266,214;256,402;0;0;0;2000000;2000000;;;;
06/01/2007 3:00;0;1,4;999;5,7;204,000;262,590;253,089;0;0;0;2000000;2000000;;;;
06/01/2007 4:00;0;1;999;4,5;204,000;259,094;249,890;0;0;0;2000000;2000000;;;;
06/01/2007 5:00;0;0,7;999;4,2;204,000;255,721;246,796;0;0;0;2000000;2000000;;;;
06/01/2007 6:00;0;0,4;999;4,5;204,000;252,463;243,800;0;0;0;2000000;2000000;;;;
06/01/2007 7:00;0;0,3;999;4,7;204,000;249,313;240,899;0;0;0;2000000;2000000;;;;
06/01/2007 8:00;112;2,1;999;4,7;204,000;246,876;254,296;0;0;0;2000000;2000000;;;;
06/01/2007 9:00;680;4,1;999;3,7;415,084;262,855;366,534;0;0;0;2000000;2000000;;;;
06/01/2007 10:00;772;6;999;4,5;377,731;288,801;392,729;0;0;0;2000000;2000000;;;;
06/01/2007 11:00;884;7,5;999;5,7;333,818;292,058;392,681;0;0;0;2000000;2000000;;;;
06/01/2007 12:00;806;8,6;999;7;269,688;292,739;392,807;0;0;0;2000000;2000000;;;;
06/01/2007 13:00;882;9,2;999;7,8;370,880;292,928;392,438;0;0;0;2000000;2000000;;;;
06/01/2007 14:00;870;9,3;999;8,6;500,035;292,987;392,651;0;0;0;2000000;2000000;;;;
06/01/2007 15:00;575;8,4;999;7,5;382,788;292,998;392,348;0;0;0;2000000;2000000;;;;
06/01/2007 16:00;289;7,2;999;5,7;204,000;292,999;307,069;0;0;0;2000000;2000000;;;;
06/01/2007 17:00;0;6,6;999;3;204,000;293,000;282,424;0;0;0;2000000;2000000;;;;
06/01/2007 18:00;0;6;999;2,7;204,000;296,958;281,901;0;0;0;2000000;2000000;;;;
06/01/2007 19:00;0;5,4;999;1,8;204,000;296,577;283,258;0;0;0;2000000;2000000;;;;
06/01/2007 20:00;0;4,8;999;1,8;204,000;292,389;280,010;0;0;0;2000000;2000000;;;;
06/01/2007 21:00;0;4,3;999;1,1;204,000;287,808;275,987;0;0;0;2000000;2000000;;;;
06/01/2007 22:00;0;3,7;999;1,1;204,000;283,345;271,980;0;0;0;2000000;2000000;;;;
06/01/2007 23:00;0;3,1;999;0,7;204,000;279,061;268,107;0;0;0;2000000;2000000;;;;
07/01/2007 0:00;0;2,8;999;0,7;204,000;274,951;264,378;0;0;0;2000000;2000000;;;;
07/01/2007 1:00;0;2,4;999;0,5;204,000;271,004;260,789;0;0;0;2000000;2000000;;;;
07/01/2007 2:00;0;2,1;999;0,7;204,000;267,208;257,327;0;0;0;2000000;2000000;;;;
07/01/2007 3:00;0;1,9;999;0,9;204,000;263,553;253,986;0;0;0;2000000;2000000;;;;
07/01/2007 4:00;0;1,7;999;0,7;204,000;260,029;250,761;0;0;0;2000000;2000000;;;;
07/01/2007 5:00;0;1,6;999;0,6;204,000;256,629;247,644;0;0;0;2000000;2000000;;;;
07/01/2007 6:00;0;1,5;999;0,5;204,000;253,346;244,627;0;0;0;2000000;2000000;;;;
07/01/2007 7:00;0;1,5;999;0,6;204,000;250,172;241,705;0;0;0;2000000;2000000;;;;
07/01/2007 8:00;454;3,4;999;0,6;239,627;249,871;296,733;0;0;0;2000000;2000000;;;;
07/01/2007 9:00;681;5,7;999;0,7;430,430;276,447;379,159;0;0;0;2000000;2000000;;;;
07/01/2007 10:00;790;7,9;999;1;402,718;292,060;392,656;0;0;0;2000000;2000000;;;;
07/01/2007 11:00;890;9,7;999;1,2;342,691;292,807;392,627;0;0;0;2000000;2000000;;;;
07/01/2007 12:00;745;10,2;999;1;249,140;292,946;392,592;0;0;0;2000000;2000000;;;;
07/01/2007 13:00;301;10,2;999;1,6;204,000;292,979;353,176;0;0;0;2000000;2000000;;;;
07/01/2007 14:00;178;9,8;999;1,8;204,000;292,991;335,061;0;0;0;2000000;2000000;;;;
07/01/2007 15:00;726;9,5;999;1,2;489,508;292,998;390,895;0;0;0;2000000;2000000;;;;
07/01/2007 16:00;301;8,6;999;1,5;204,000;293,000;308,550;0;0;0;2000000;2000000;;;;
07/01/2007 17:00;0;7,8;999;1,6;204,000;293,000;282,709;0;0;0;2000000;2000000;;;;
07/01/2007 18:00;0;7,1;999;1,8;204,000;296,775;281,843;0;0;0;2000000;2000000;;;;
07/01/2007 19:00;0;6,4;999;1,9;204,000;296,280;283,022;0;0;0;2000000;2000000;;;;
07/01/2007 20:00;0;5,7;999;1,5;204,000;292,091;279,760;0;0;0;2000000;2000000;;;;
07/01/2007 21:00;0;4,9;999;1,6;204,000;287,526;275,741;0;0;0;2000000;2000000;;;;
07/01/2007 22:00;0;4,2;999;1,5;204,000;283,079;271,745;0;0;0;2000000;2000000;;;;
07/01/2007 23:00;0;3,5;999;1,5;204,000;278,808;267,878;0;0;0;2000000;2000000;;;;
08/01/2007 0:00;0;2,7;999;1,2;204,000;274,709;264,155;0;0;0;2000000;2000000;;;;
08/01/2007 1:00;0;2;999;1,3;204,000;270,770;260,568;0;0;0;2000000;2000000;;;;
08/01/2007 2:00;0;1,2;999;1,9;204,000;266,981;257,106;0;0;0;2000000;2000000;;;;
08/01/2007 3:00;0;0,8;999;1,3;204,000;263,330;253,770;0;0;0;2000000;2000000;;;;
08/01/2007 4:00;0;0,3;999;0,7;204,000;259,809;250,546;0;0;0;2000000;2000000;;;;
08/01/2007 5:00;0;0;999;0,4;204,000;256,412;247,428;0;0;0;2000000;2000000;;;;
08/01/2007 6:00;0;-0,2;999;0,2;204,000;253,130;244,410;0;0;0;2000000;2000000;;;;
08/01/2007 7:00;0;-0,3;999;0,3;204,000;249,957;241,486;0;0;0;2000000;2000000;;;;
08/01/2007 8:00;112;1,5;999;0,6;204,000;247,504;255,003;0;0;0;2000000;2000000;;;;
08/01/2007 9:00;680;3,6;999;0,9;419,471;263,716;367,322;0;0;0;2000000;2000000;;;;
08/01/2007 10:00;772;5,5;999;1,8;385,132;289,309;392,702;0;0;0;2000000;2000000;;;;
08/01/2007 11:00;884;7;999;2,4;340,906;292,198;392,635;0;0;0;2000000;2000000;;;;
08/01/2007 12:00;806;8,1;999;3,5;274,666;292,784;392,767;0;0;0;2000000;2000000;;;;
08/01/2007 13:00;882;8,7;999;5,2;374,385;292,942;392,411;0;0;0;2000000;2000000;;;;
08/01/2007 14:00;870;8,8;999;4,2;502,041;292,990;392,646;0;0;0;2000000;2000000;;;;
08/01/2007 15:00;575;8;999;2,4;390,788;292,999;392,707;0;0;0;2000000;2000000;;;;
08/01/2007 16:00;289;6,7;999;4;204,000;293,000;309,042;0;0;0;2000000;2000000;;;;
08/01/2007 17:00;0;5,4;999;4,2;204,000;293,000;282,753;0;0;0;2000000;2000000;;;;
08/01/2007 18:00;0;4,9;999;3,3;204,000;297,152;282,014;0;0;0;2000000;2000000;;;;
08/01/2007 19:00;0;4,5;999;2,6;204,000;296,896;283,510;0;0;0;2000000;2000000;;;;
08/01/2007 20:00;0;4;999;2,4;204,000;292,708;280,280;0;0;0;2000000;2000000;;;;
08/01/2007 21:00;0;3,5;999;3,7;204,000;288,110;276,235;0;0;0;2000000;2000000;;;;
08/01/2007 22:00;0;3;999;3,7;204,000;283,627;272,213;0;0;0;2000000;2000000;;;;
08/01/2007 23:00;0;2,6;999;5;204,000;279,323;268,320;0;0;0;2000000;2000000;;;;
09/01/2007 0:00;0;2,3;999;4,5;204,000;275,194;264,578;0;0;0;2000000;2000000;;;;
09/01/2007 1:00;0;2;999;5,2;204,000;271,230;260,974;0;0;0;2000000;2000000;;;;
09/01/2007 2:00;0;1,7;999;5,5;204,000;267,418;257,500;0;0;0;2000000;2000000;;;;
09/01/2007 3:00;0;1,5;999;5,2;204,000;263,748;254,151;0;0;0;2000000;2000000;;;;
09/01/2007 4:00;0;1,3;999;4,5;204,000;260,212;250,917;0;0;0;2000000;2000000;;;;
09/01/2007 5:00;0;1,2;999;3,7;204,000;256,801;247,794;0;0;0;2000000;2000000;;;;
09/01/2007 6:00;0;1,1;999;5;204,000;253,509;244,769;0;0;0;2000000;2000000;;;;
09/01/2007 7:00;0;1,1;999;5;204,000;250,327;241,842;0;0;0;2000000;2000000;;;;
09/01/2007 8:00;3;1,9;999;3,5;204,000;247,265;239,463;0;0;0;2000000;2000000;;;;
09/01/2007 9:00;202;3,2;999;4,5;204,000;246,844;300,724;0;0;0;2000000;2000000;;;;
09/01/2007 10:00;68;3,8;999;4,7;204,000;258,694;275,237;0;0;0;2000000;2000000;;;;
09/01/2007 11:00;100;4,4;999;5;204,000;267,269;276,931;0;0;0;2000000;2000000;;;;
09/01/2007 12:00;15;4,8;999;3,7;204,000;271,222;265,737;0;0;0;2000000;2000000;;;;
09/01/2007 13:00;152;5,2;999;3;204,000;271,953;290,948;0;0;0;2000000;2000000;;;;
09/01/2007 14:00;11;5,1;999;3,3;204,000;275,889;272,309;0;0;0;2000000;2000000;;;;
09/01/2007 15:00;4;4,7;999;2,8;204,000;276,258;266,723;0;0;0;2000000;2000000;;;;
09/01/2007 16:00;9;4,2;999;3;204,000;273,532;263,546;0;0;0;2000000;2000000;;;;
09/01/2007 17:00;0;3,6;999;5;204,000;270,041;259,926;0;0;0;2000000;2000000;;;;
09/01/2007 18:00;0;3,4;999;5,5;204,000;266,381;256,558;0;0;0;2000000;2000000;;;;
09/01/2007 19:00;0;3,1;999;5,2;204,000;262,773;253,276;0;0;0;2000000;2000000;;;;
09/01/2007 20:00;0;2,8;999;5;204,000;259,281;250,083;0;0;0;2000000;2000000;;;;
09/01/2007 21:00;0;2,5;999;4,7;204,000;255,910;246,992;0;0;0;2000000;2000000;;;;
09/01/2007 22:00;0;1,9;999;3,7;204,000;252,654;243,998;0;0;0;2000000;2000000;;;;
09/01/2007 23:00;0;1,8;999;4;204,000;249,506;241,101;0;0;0;2000000;2000000;;;;
10/01/2007 0:00;0;1,5;999;3,7;204,000;246,459;238,292;0;0;0;2000000;2000000;;;;
10/01/2007 1:00;0;1,4;999;5,5;204,000;243,509;235,566;0;0;0;2000000;2000000;;;;
10/01/2007 2:00;0;1,2;999;4;204,000;240,649;232,922;0;0;0;2000000;2000000;;;;
10/01/2007 3:00;0;1,1;999;3;204,000;237,876;230,354;0;0;0;2000000;2000000;;;;
10/01/2007 4:00;0;0,9;999;3,5;204,000;235,184;227,856;0;0;0;2000000;2000000;;;;
10/01/2007 5:00;0;0,9;999;4,2;204,000;232,570;225,428;0;0;0;2000000;2000000;;;;
10/01/2007 6:00;0;0,8;999;3,7;204,000;230,029;223,065;0;0;0;2000000;2000000;;;;
10/01/2007 7:00;0;0,8;999;3;204,000;227,559;220,764;0;0;0;2000000;2000000;;;;
10/01/2007 8:00;7;1,4;999;3,5;204,000;225,193;219,609;0;0;0;2000000;2000000;;;;
10/01/2007 9:00;83;2,2;999;5,5;204,000;224,092;244,805;0;0;0;2000000;2000000;;;;
10/01/2007 10:00;3;2,9;999;6,8;204,000;227,859;226,204;0;0;0;2000000;2000000;;;;
10/01/2007 11:00;14;3,7;999;6,2;204,000;228,971;224,438;0;0;0;2000000;2000000;;;;
10/01/2007 12:00;691;5,2;999;6,8;248,417;233,271;324,627;0;0;0;2000000;2000000;;;;
10/01/2007 13:00;539;6,1;999;8,1;232,035;263,400;356,823;0;0;0;2000000;2000000;;;;
10/01/2007 14:00;828;7;999;9,4;453,515;288,291;391,805;0;0;0;2000000;2000000;;;;
10/01/2007 15:00;597;7,2;999;9,4;415,018;292,235;392,604;0;0;0;2000000;2000000;;;;
10/01/2007 16:00;226;6,7;999;8,4;204,000;292,808;307,956;0;0;0;2000000;2000000;;;;
10/01/2007 17:00;0;5,8;999;12,2;204,000;292,918;282,478;0;0;0;2000000;2000000;;;;
10/01/2007 18:00;0;5,4;999;11,1;204,000;296,896;281,817;0;0;0;2000000;2000000;;;;
10/01/2007 19:00;0;5,1;999;10,2;204,000;296,503;283,157;0;0;0;2000000;2000000;;;;
10/01/2007 20:00;0;4,7;999;7,8;204,000;292,304;279,909;0;0;0;2000000;2000000;;;;
10/01/2007 21:00;0;4,3;999;6;204,000;287,717;275,883;0;0;0;2000000;2000000;;;;
10/01/2007 22:00;0;4;999;5,7;204,000;283,250;271,878;0;0;0;2000000;2000000;;;;
10/01/2007 23:00;0;3,6;999;6,3;204,000;278,963;268,001;0;0;0;2000000;2000000;;;;
11/01/2007 0:00;0;3,2;999;5;204,000;274,851;264,275;0;0;0;2000000;2000000;;;;
11/01/2007 1:00;0;2,8;999;5;204,000;270,903;260,685;0;0;0;2000000;2000000;;;;
11/01/2007 2:00;0;2,3;999;6,3;204,000;267,106;257,221;0;0;0;2000000;2000000;;;;
11/01/2007 3:00;0;2,1;999;5,5;204,000;263,450;253,884;0;0;0;2000000;2000000;;;;
11/01/2007 4:00;0;1,9;999;5;204,000;259,927;250,662;0;0;0;2000000;2000000;;;;
11/01/2007 5:00;0;1,8;999;6;204,000;256,528;247,547;0;0;0;2000000;2000000;;;;
11/01/2007 6:00;0;1,6;999;5,7;204,000;253,247;244,533;0;0;0;2000000;2000000;;;;
11/01/2007 7:00;0;1,6;999;5,2;204,000;250,075;241,615;0;0;0;2000000;2000000;;;;
11/01/2007 8:00;402;3,4;999;7,5;219,649;249,362;294,504;0;0;0;2000000;2000000;;;;
11/01/2007 9:00;605;5,1;999;8,1;383,262;272,384;375,477;0;0;0;2000000;2000000;;;;
11/01/2007 10:00;754;7,3;999;7,8;386,214;290,095;392,706;0;0;0;2000000;2000000;;;;
11/01/2007 11:00;830;9;999;6,8;327,102;292,358;392,722;0;0;0;2000000;2000000;;;;
11/01/2007 12:00;691;9,6;999;7,3;235,330;292,808;392,815;0;0;0;2000000;2000000;;;;
11/01/2007 13:00;415;9,8;999;5,2;204,000;292,924;374,455;0;0;0;2000000;2000000;;;;
11/01/2007 14:00;563;9,8;999;8,8;306,942;292,973;391,652;0;0;0;2000000;2000000;;;;
11/01/2007 15:00;95;9;999;9,9;204,000;292,991;327,276;0;0;0;2000000;2000000;;;;
11/01/2007 16:00;366;8,2;999;9,9;204,000;292,996;304,905;0;0;0;2000000;2000000;;;;
11/01/2007 17:00;0;7,1;999;12,2;204,000;292,998;283,210;0;0;0;2000000;2000000;;;;
11/01/2007 18:00;0;6,3;999;10,2;204,000;295,129;280,969;0;0;0;2000000;2000000;;;;
11/01/2007 19:00;0;5,6;999;8,4;204,000;293,541;280,683;0;0;0;2000000;2000000;;;;
11/01/2007 20:00;0;4,9;999;7;204,000;289,292;277,243;0;0;0;2000000;2000000;;;;
