date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
03/01/2007 11:00;884;12,3;999;1,6;308,513;287,546;293;0;0;0;2000000;2000000;;;;
03/01/2007 12:00;806;13,6;999;2,2;255,57;290,088;293;0;0;0;2000000;2000000;;;;
03/01/2007 13:00;882;14,3;999;2;361,28;291,523;293;0;0;0;2000000;2000000;;;;
03/01/2007 14:00;870;14,5;999;1,5;493,63;292,216;293;0;0;0;2000000;2000000;;;;
03/01/2007 15:00;575;13,7;999;1,9;364,749;292,107;293;0;0;0;2000000;2000000;;;;
03/01/2007 16:00;289;12,4;999;3,3;204;291,446;293;0;0;0;2000000;2000000;;;;
03/01/2007 17:00;0;11,6;999;5;204;291,447;293;0;0;0;2000000;2000000;;;;
03/01/2007 18:00;0;10,8;999;4,5;204;296,752;308,846;0;0;0;2000000;2000000;;;;
03/01/2007 19:00;0;10,1;999;2,7;204;297,192;293,496;0;0;0;2000000;2000000;;;;
03/01/2007 20:00;0;9,3;999;2,4;204;292,677;287,469;0;0;0;2000000;2000000;;;;
03/01/2007 21:00;0;8,5;999;2,7;204;288,208;283,59;0;0;0;2000000;2000000;;;;
03/01/2007 22:00;0;7,7;999;2,4;204;284,085;279,765;0;0;0;2000000;2000000;;;;
03/01/2007 23:00;0;7;999;2,6;204;280,137;275,979;0;0;0;2000000;2000000;;;;
04/01/2007 0:00;0;6,1;999;2,4;204;276,317;272,306;0;0;0;2000000;2000000;;;;
04/01/2007 1:00;0;5,1;999;2,4;204;272,618;268,748;0;0;0;2000000;2000000;;;;
04/01/2007 2:00;0;4,1;999;3,7;204;269,034;265,297;0;0;0;2000000;2000000;;;;
04/01/2007 3:00;0;3,6;999;4,5;204;265,56;261,946;0;0;0;2000000;2000000;;;;
04/01/2007 4:00;0;3,1;999;4,7;204;262,188;258,692;0;0;0;2000000;2000000;;;;
04/01/2007 5:00;0;2,7;999;3;204;258,915;255,533;0;0;0;2000000;2000000;;;;
04/01/2007 6:00;0;2,4;999;2,1;204;255,736;252,465;0;0;0;2000000;2000000;;;;
04/01/2007 7:00;0;2,3;999;2;204;252,649;249,482;0;0;0;2000000;2000000;;;;
04/01/2007 8:00;112;4;999;2,2;204;249,97;248,741;0;0;0;2000000;2000000;;;;
04/01/2007 9:00;680;5,9;999;1,9;320,786;256,857;280,009;0;0;0;2000000;2000000;;;;
04/01/2007 10:00;772;7,7;999;2,4;346,475;280,856;293;0;0;0;2000000;2000000;;;;
04/01/2007 11:00;884;9,2;999;2,3;313,84;288,299;293;0;0;0;2000000;2000000;;;;
04/01/2007 12:00;806;10,2;999;3,7;258,038;290,39;293;0;0;0;2000000;2000000;;;;
04/01/2007 13:00;882;10,8;999;2,4;362,387;291,629;293;0;0;0;2000000;2000000;;;;
04/01/2007 14:00;870;10,8;999;2;493,805;292,236;293;0;0;0;2000000;2000000;;;;
04/01/2007 15:00;575;10;999;2;368,846;292,112;293;0;0;0;2000000;2000000;;;;
04/01/2007 16:00;289;8,8;999;2,2;204;291,428;293;0;0;0;2000000;2000000;;;;
04/01/2007 17:00;0;8,2;999;2,6;204;291,43;293;0;0;0;2000000;2000000;;;;
04/01/2007 18:00;0;7,6;999;2,3;204;296,723;308,8;0;0;0;2000000;2000000;;;;
04/01/2007 19:00;0;7;999;2,4;204;297,144;293,442;0;0;0;2000000;2000000;;;;
04/01/2007 20:00;0;6,4;999;1,6;204;292,615;287,402;0;0;0;2000000;2000000;;;;
04/01/2007 21:00;0;5,8;999;1,9;204;288,134;283,512;0;0;0;2000000;2000000;;;;
04/01/2007 22:00;0;5,2;999;1,8;204;284,001;279,677;0;0;0;2000000;2000000;;;;
04/01/2007 23:00;0;4,6;999;1,6;204;280,042;275,882;0;0;0;2000000;2000000;;;;
05/01/2007 0:00;0;4,3;999;3,5;204;276,216;272,201;0;0;0;2000000;2000000;;;;
05/01/2007 1:00;0;4;999;4,5;204;272,513;268,636;0;0;0;2000000;2000000;;;;
05/01/2007 2:00;0;3,8;999;3,5;204;268,926;265,182;0;0;0;2000000;2000000;;;;
05/01/2007 3:00;0;3,7;999;2,7;204;265,452;261,837;0;0;0;2000000;2000000;;;;
05/01/2007 4:00;0;3,6;999;4,5;204;262,085;258,592;0;0;0;2000000;2000000;;;;
05/01/2007 5:00;0;3,5;999;3,7;204;258,819;255,44;0;0;0;2000000;2000000;;;;
05/01/2007 6:00;0;3,4;999;4,7;204;255,647;252,378;0;0;0;2000000;2000000;;;;
05/01/2007 7:00;0;3,5;999;3,3;204;252,567;249,402;0;0;0;2000000;2000000;;;;
05/01/2007 8:00;2;4,3;999;2,8;204;249,584;246,548;0;0;0;2000000;2000000;;;;
05/01/2007 9:00;281;4,9;999;2,4;204;247,935;252,243;0;0;0;2000000;2000000;;;;
05/01/2007 10:00;17;6,1;999;2;204;256,736;278,121;0;0;0;2000000;2000000;;;;
05/01/2007 11:00;9;6,7;999;1,9;204;266,134;273,732;0;0;0;2000000;2000000;;;;
05/01/2007 12:00;137;7,4;999;1,8;204;266,609;266,328;0;0;0;2000000;2000000;;;;
05/01/2007 13:00;623;8,3;999;2,4;204,487;268,27;280,906;0;0;0;2000000;2000000;;;;
05/01/2007 14:00;672;9,2;999;2,3;326,6459;284,177;299,774;0;0;0;2000000;2000000;;;;
05/01/2007 15:00;731;9,4;999;2,3;479,229;290,619;293;0;0;0;2000000;2000000;;;;
05/01/2007 16:00;81;8,7;999;3,3;204;290,944;293;0;0;0;2000000;2000000;;;;
05/01/2007 17:00;0;8;999;4,2;204;291,187;293;0;0;0;2000000;2000000;;;;
05/01/2007 18:00;0;7,4;999;4,2;204;296,379;308,056;0;0;0;2000000;2000000;;;;
05/01/2007 19:00;0;6,8;999;2,6;204;296,676;292,939;0;0;0;2000000;2000000;;;;
05/01/2007 20:00;0;6,1;999;4;204;292,154;286,964;0;0;0;2000000;2000000;;;;
05/01/2007 21:00;0;5,5;999;4,2;204;287,689;283,08;0;0;0;2000000;2000000;;;;
05/01/2007 22:00;0;4,9;999;3,5;204;283,565;279,25;0;0;0;2000000;2000000;;;;
05/01/2007 23:00;0;4,2;999;4;204;279,614;275,464;0;0;0;2000000;2000000;;;;
06/01/2007 0:00;0;3,5;999;5;204;275,793;271,789;0;0;0;2000000;2000000;;;;
06/01/2007 1:00;0;2,7;999;5,2;204;272,094;268,229;0;0;0;2000000;2000000;;;;
06/01/2007 2:00;0;1,8;999;6,2;204;268,509;264,778;0;0;0;2000000;2000000;;;;
06/01/2007 3:00;0;1,4;999;5,7;204;265,035;261,428;0;0;0;2000000;2000000;;;;
06/01/2007 4:00;0;1;999;4,5;204;261,665;258,178;0;0;0;2000000;2000000;;;;
06/01/2007 5:00;0;0,7;999;4,2;204;258,394;255,023;0;0;0;2000000;2000000;;;;
06/01/2007 6:00;0;0,4;999;4,5;204;255,218;251,957;0;0;0;2000000;2000000;;;;
06/01/2007 7:00;0;0,3;999;4,7;204;252,133;248,975;0;0;0;2000000;2000000;;;;
06/01/2007 8:00;112;2,1;999;4,7;204;249,457;248,245;0;0;0;2000000;2000000;;;;
06/01/2007 9:00;680;4,1;999;3,7;323,18;256,489;279,864;0;0;0;2000000;2000000;;;;
06/01/2007 10:00;772;6;999;4,5;351,127;280,873;293;0;0;0;2000000;2000000;;;;
06/01/2007 11:00;884;7,5;999;5,7;319,616;288,377;293;0;0;0;2000000;2000000;;;;
06/01/2007 12:00;806;8,6;999;7;262,069;290,45;293;0;0;0;2000000;2000000;;;;
06/01/2007 13:00;882;9,2;999;7,8;364,829;291,653;293;0;0;0;2000000;2000000;;;;
06/01/2007 14:00;870;9,3;999;8,6;494,769;292,24;293;0;0;0;2000000;2000000;;;;
06/01/2007 15:00;575;8,4;999;7,5;377,567;292,129;293;0;0;0;2000000;2000000;;;;
06/01/2007 16:00;289;7,2;999;5,7;204;291,42;293;0;0;0;2000000;2000000;;;;
06/01/2007 17:00;0;6,6;999;3;204;291,421;293;0;0;0;2000000;2000000;;;;
06/01/2007 18:00;0;6;999;2,7;204;296,704;308,76;0;0;0;2000000;2000000;;;;
06/01/2007 19:00;0;5,4;999;1,8;204;297,11;293,4;0;0;0;2000000;2000000;;;;
06/01/2007 20:00;0;4,8;999;1,8;204;292,571;287,354;0;0;0;2000000;2000000;;;;
06/01/2007 21:00;0;4,3;999;1,1;204;288,082;283,456;0;0;0;2000000;2000000;;;;
06/01/2007 22:00;0;3,7;999;1,1;204;283,941;279,617;0;0;0;2000000;2000000;;;;
06/01/2007 23:00;0;3,1;999;0,7;204;279,977;275,818;0;0;0;2000000;2000000;;;;
07/01/2007 0:00;0;2,8;999;0,7;204;276,147;272,134;0;0;0;2000000;2000000;;;;
07/01/2007 1:00;0;2,4;999;0,5;204;272,44;268,57;0;0;0;2000000;2000000;;;;
07/01/2007 2:00;0;2,1;999;0,7;204;268,852;265,116;0;0;0;2000000;2000000;;;;
07/01/2007 3:00;0;1,9;999;0,9;204;265,376;261,767;0;0;0;2000000;2000000;;;;
07/01/2007 4:00;0;1,7;999;0,7;204;262,005;258,515;0;0;0;2000000;2000000;;;;
07/01/2007 5:00;0;1,6;999;0,6;204;258,734;255,359;0;0;0;2000000;2000000;;;;
07/01/2007 6:00;0;1,5;999;0,5;204;255,558;252,292;0;0;0;2000000;2000000;;;;
07/01/2007 7:00;0;1,5;999;0,6;204;252,472;249,31;0;0;0;2000000;2000000;;;;
07/01/2007 8:00;454;3,4;999;0,6;204;250,756;255,225;0;0;0;2000000;2000000;;;;
07/01/2007 9:00;681;5,7;999;0,7;357,493;268,154;294,166;0;0;0;2000000;2000000;;;;
07/01/2007 10:00;790;7,9;999;1;377,7;286,3;293;0;0;0;2000000;2000000;;;;
07/01/2007 11:00;890;9,7;999;1,2;333,816;290,307;293;0;0;0;2000000;2000000;;;;
07/01/2007 12:00;745;10,2;999;1;244,343;291,065;293;0;0;0;2000000;2000000;;;;
07/01/2007 13:00;301;10,2;999;1,6;204;291,151;293;0;0;0;2000000;2000000;;;;
07/01/2007 14:00;178;9,8;999;1,8;204;291,296;293;0;0;0;2000000;2000000;;;;
07/01/2007 15:00;726;9,5;999;1,2;448,414;292,238;293;0;0;0;2000000;2000000;;;;
07/01/2007 16:00;301;8,6;999;1,5;204;291,421;293;0;0;0;2000000;2000000;;;;
07/01/2007 17:00;0;7,8;999;1,6;204;291,424;293;0;0;0;2000000;2000000;;;;
07/01/2007 18:00;0;7,1;999;1,8;204;296,493;308,085;0;0;0;2000000;2000000;;;;
07/01/2007 19:00;0;6,4;999;1,9;204;296,791;293,084;0;0;0;2000000;2000000;;;;
07/01/2007 20:00;0;5,7;999;1,5;204;292,279;287,095;0;0;0;2000000;2000000;;;;
07/01/2007 21:00;0;4,9;999;1,6;204;287,811;283,204;0;0;0;2000000;2000000;;;;
07/01/2007 22:00;0;4,2;999;1,5;204;283,684;279,372;0;0;0;2000000;2000000;;;;
07/01/2007 23:00;0;3,5;999;1,5;204;279,731;275,581;0;0;0;2000000;2000000;;;;
08/01/2007 0:00;0;2,7;999;1,2;204;275,906;271,903;0;0;0;2000000;2000000;;;;
08/01/2007 1:00;0;2;999;1,3;204;272,204;268,34;0;0;0;2000000;2000000;;;;
08/01/2007 2:00;0;1,2;999;1,9;204;268,617;264,887;0;0;0;2000000;2000000;;;;
08/01/2007 3:00;0;0,8;999;1,3;204;265,141;261,536;0;0;0;2000000;2000000;;;;
08/01/2007 4:00;0;0,3;999;0,7;204;261,768;258,284;0;0;0;2000000;2000000;;;;
08/01/2007 5:00;0;0;999;0,4;204;258,496;255,127;0;0;0;2000000;2000000;;;;
08/01/2007 6:00;0;-0,2;999;0,2;204;255,318;252,058;0;0;0;2000000;2000000;;;;
08/01/2007 7:00;0;-0,3;999;0,3;204;252,231;249,073;0;0;0;2000000;2000000;;;;
08/01/2007 8:00;112;1,5;999;0,6;204;249,554;248,357;0;0;0;2000000;2000000;;;;
08/01/2007 9:00;680;3,6;999;0,9;325,701;256,754;280,379;0;0;0;2000000;2000000;;;;
08/01/2007 10:00;772;5,5;999;1,8;358,239;281,332;293;0;0;0;2000000;2000000;;;;
08/01/2007 11:00;884;7;999;2,4;326,868;288,626;293;0;0;0;2000000;2000000;;;;
08/01/2007 12:00;806;8,1;999;3,5;267,192;290,583;293;0;0;0;2000000;2000000;;;;
08/01/2007 13:00;882;8,7;999;5,2;368,345;291,705;293;0;0;0;2000000;2000000;;;;
08/01/2007 14:00;870;8,8;999;4,2;496,724;292,254;293;0;0;0;2000000;2000000;;;;
08/01/2007 15:00;575;8;999;2,4;387,404;292,152;293;0;0;0;2000000;2000000;;;;
08/01/2007 16:00;289;6,7;999;4;204;291,419;293;0;0;0;2000000;2000000;;;;
08/01/2007 17:00;0;5,4;999;4,2;204;291,415;293;0;0;0;2000000;2000000;;;;
08/01/2007 18:00;0;4,9;999;3,3;204;296,693;308,743;0;0;0;2000000;2000000;;;;
08/01/2007 19:00;0;4,5;999;2,6;204;297,092;293,377;0;0;0;2000000;2000000;;;;
08/01/2007 20:00;0;4;999;2,4;204;292,548;287,325;0;0;0;2000000;2000000;;;;
08/01/2007 21:00;0;3,5;999;3,7;204;288,052;283,421;0;0;0;2000000;2000000;;;;
08/01/2007 22:00;0;3;999;3,7;204;283,905;279,572;0;0;0;2000000;2000000;;;;
08/01/2007 23:00;0;2,6;999;5;204;279,933;275,763;0;0;0;2000000;2000000;;;;
09/01/2007 0:00;0;2,3;999;4,5;204;276,094;272,07;0;0;0;2000000;2000000;;;;
09/01/2007 1:00;0;2;999;5,2;204;272,379;268,498;0;0;0;2000000;2000000;;;;
09/01/2007 2:00;0;1,7;999;5,5;204;268,783;265,038;0;0;0;2000000;2000000;;;;
09/01/2007 3:00;0;1,5;999;5,2;204;265,3;261,683;0;0;0;2000000;2000000;;;;
09/01/2007 4:00;0;1,3;999;4,5;204;261,924;258,428;0;0;0;2000000;2000000;;;;
09/01/2007 5:00;0;1,2;999;3,7;204;258,648;255,269;0;0;0;2000000;2000000;;;;
09/01/2007 6:00;0;1,1;999;5;204;255,469;252,2;0;0;0;2000000;2000000;;;;
09/01/2007 7:00;0;1,1;999;5;204;252,381;249,215;0;0;0;2000000;2000000;;;;
09/01/2007 8:00;3;1,9;999;3,5;204;249,392;246,373;0;0;0;2000000;2000000;;;;
09/01/2007 9:00;202;3,2;999;4,5;204;247,444;249,886;0;0;0;2000000;2000000;;;;
09/01/2007 10:00;68;3,8;999;4,7;204;253,36;269,516;0;0;0;2000000;2000000;;;;
09/01/2007 11:00;100;4,4;999;5;204;261,636;271,809;0;0;0;2000000;2000000;;;;
09/01/2007 12:00;15;4,8;999;3,7;204;265,299;269,518;0;0;0;2000000;2000000;;;;
09/01/2007 13:00;152;5,2;999;3;204;265,749;267,352;0;0;0;2000000;2000000;;;;
09/01/2007 14:00;11;5,1;999;3,3;204;267,35;272,702;0;0;0;2000000;2000000;;;;
09/01/2007 15:00;4;4,7;999;2,8;204;268,548;269,119;0;0;0;2000000;2000000;;;;
09/01/2007 16:00;9;4,2;999;3;204;266,578;263,786;0;0;0;2000000;2000000;;;;
09/01/2007 17:00;0;3,6;999;5;204;263,393;259,886;0;0;0;2000000;2000000;;;;
09/01/2007 18:00;0;3,4;999;5,5;204;260,073;256,618;0;0;0;2000000;2000000;;;;
09/01/2007 19:00;0;3,1;999;5,2;204;256,851;253,534;0;0;0;2000000;2000000;;;;
09/01/2007 20:00;0;2,8;999;5;204;253,732;250,529;0;0;0;2000000;2000000;;;;
09/01/2007 21:00;0;2,5;999;4,7;204;250,701;247,6;0;0;0;2000000;2000000;;;;
09/01/2007 22:00;0;1,9;999;3,7;204;247,752;244,748;0;0;0;2000000;2000000;;;;
09/01/2007 23:00;0;1,8;999;4;204;244,883;241,969;0;0;0;2000000;2000000;;;;
10/01/2007 0:00;0;1,5;999;3,7;204;242,087;239,262;0;0;0;2000000;2000000;;;;
10/01/2007 1:00;0;1,4;999;5,5;204;239,364;236,622;0;0;0;2000000;2000000;;;;
10/01/2007 2:00;0;1,2;999;4;204;236,708;234,046;0;0;0;2000000;2000000;;;;
10/01/2007 3:00;0;1,1;999;3;204;234,118;231,533;0;0;0;2000000;2000000;;;;
10/01/2007 4:00;0;0,9;999;3,5;204;231,59;229,08;0;0;0;2000000;2000000;;;;
10/01/2007 5:00;0;0,9;999;4,2;204;229,124;226,686;0;0;0;2000000;2000000;;;;
10/01/2007 6:00;0;0,8;999;3,7;204;226,714;224,342;0;0;0;2000000;2000000;;;;
10/01/2007 7:00;0;0,8;999;3;204;224,359;222,05;0;0;0;2000000;2000000;;;;
10/01/2007 8:00;7;1,4;999;3,5;204;222,079;219,947;0;0;0;2000000;2000000;;;;
10/01/2007 9:00;83;2,2;999;5,5;204;220,368;220,738;0;0;0;2000000;2000000;;;;
10/01/2007 10:00;3;2,9;999;6,8;204;221,797;227,439;0;0;0;2000000;2000000;;;;
10/01/2007 11:00;14;3,7;999;6,2;204;223,497;225,167;0;0;0;2000000;2000000;;;;
10/01/2007 12:00;691;5,2;999;6,8;204;224,24;232,737;0;0;0;2000000;2000000;;;;
10/01/2007 13:00;539;6,1;999;8,1;204;239,057;278,546;0;0;0;2000000;2000000;;;;
10/01/2007 14:00;828;7;999;9,4;375,856;274,484;303,877;0;0;0;2000000;2000000;;;;
10/01/2007 15:00;597;7,2;999;9,4;399,944;288,698;293;0;0;0;2000000;2000000;;;;
10/01/2007 16:00;226;6,7;999;8,4;204;290,234;293;0;0;0;2000000;2000000;;;;
10/01/2007 17:00;0;5,8;999;12,2;204;290,825;293;0;0;0;2000000;2000000;;;;
10/01/2007 18:00;0;5,4;999;11,1;204;296,011;307,426;0;0;0;2000000;2000000;;;;
10/01/2007 19:00;0;5,1;999;10,2;204;296,209;292,428;0;0;0;2000000;2000000;;;;
10/01/2007 20:00;0;4,7;999;7,8;204;291,679;286,494;0;0;0;2000000;2000000;;;;
10/01/2007 21:00;0;4,3;999;6;204;287,219;282,619;0;0;0;2000000;2000000;;;;
10/01/2007 22:00;0;4;999;5,7;204;283,103;278,8;0;0;0;2000000;2000000;;;;
10/01/2007 23:00;0;3,6;999;6,3;204;279,162;275,022;0;0;0;2000000;2000000;;;;
11/01/2007 0:00;0;3,2;999;5;204;275,352;271,358;0;0;0;2000000;2000000;;;;
11/01/2007 1:00;0;2,8;999;5;204;271,665;267,814;0;0;0;2000000;2000000;;;;
11/01/2007 2:00;0;2,3;999;6,3;204;268,096;264,379;0;0;0;2000000;2000000;;;;
11/01/2007 3:00;0;2,1;999;5,5;204;264,638;261,046;0;0;0;2000000;2000000;;;;
11/01/2007 4:00;0;1,9;999;5;204;261,284;257,812;0;0;0;2000000;2000000;;;;
11/01/2007 5:00;0;1,8;999;6;204;258,031;254,674;0;0;0;2000000;2000000;;;;
11/01/2007 6:00;0;1,6;999;5,7;204;254,871;251,623;0;0;0;2000000;2000000;;;;
11/01/2007 7:00;0;1,6;999;5,2;204;251,802;248,657;0;0;0;2000000;2000000;;;;
11/01/2007 8:00;402;3,4;999;7,5;204;249,977;253,734;0;0;0;2000000;2000000;;;;
11/01/2007 9:00;605;5,1;999;8,1;312,9391;265,374;294,529;0;0;0;2000000;2000000;;;;
11/01/2007 10:00;754;7,3;999;7,8;366,641;285,488;293;0;0;0;2000000;2000000;;;;
11/01/2007 11:00;830;9;999;6,8;318,574;289,935;293;0;0;0;2000000;2000000;;;;
11/01/2007 12:00;691;9,6;999;7,3;229,987;290,822;293;0;0;0;2000000;2000000;;;;
11/01/2007 13:00;415;9,8;999;5,2;204;291,065;293;0;0;0;2000000;2000000;;;;
11/01/2007 14:00;563;9,8;999;8,8;290,21;291,738;293;0;0;0;2000000;2000000;;;;
11/01/2007 15:00;95;9;999;9,9;204;291,368;293;0;0;0;2000000;2000000;;;;
11/01/2007 16:00;366;8,2;999;9,9;204;291,399;293;0;0;0;2000000;2000000;;;;
11/01/2007 17:00;0;7,1;999;12,2;204;291,411;293;0;0;0;2000000;2000000;;;;
11/01/2007 18:00;0;6,3;999;10,2;204;293,152;297,168;0;0;0;2000000;2000000;;;;
11/01/2007 19:00;0;5,6;999;8,4;204;291,218;287,014;0;0;0;2000000;2000000;;;;
11/01/2007 20:00;0;4,9;999;7;204;286,877;282,113;0;0;0;2000000;2000000;;;;
11/01/2007 21:00;0;4,1;999;7;204;282,684;278,335;0;0;0;2000000;2000000;;;;
11/01/2007 22:00;0;3,4;999;6,6;204;278,741;274,619;0;0;0;2000000;2000000;;;;
11/01/2007 23:00;0;2,6;999;7,3;204;274,944;270,969;0;0;0;2000000;2000000;;;;
12/01/2007 0:00;0;1,9;999;9,1;204;271,266;267,428;0;0;0;2000000;2000000;;;;
12/01/2007 1:00;0;0,9;999;8,4;204;267,7;263,995;0;0;0;2000000;2000000;;;;
12/01/2007 2:00;0;0;999;7,3;204;264,242;260,662;0;0;0;2000000;2000000;;;;
12/01/2007 3:00;0;-0,6;999;6,2;204;260,888;257,426;0;0;0;2000000;2000000;;;;
12/01/2007 4:00;0;-1,1;999;5;204;257,63;254,283;0;0;0;2000000;2000000;;;;
12/01/2007 5:00;0;-1,5;999;4,7;204;254,467;251,228;0;0;0;2000000;2000000;;;;
12/01/2007 6:00;0;-1,9;999;5,7;204;251,391;248,256;0;0;0;2000000;2000000;;;;
